id,type,topic,name,description,depends_on,aids,instruction
bestemme-kumulativ-frekvens-radata,skill,Statistics,Determine the cumulative frequency for ungrouped data,"determine the cumulative frequency (count or percentage) for a given value in an ungrouped data set, and give a practical interpretation of the answer.",kumulativ-frekvens-begrep;relativ-frekvens,1;2,"Give the student a concrete, ungrouped data set (a frequency table works well) and ask them to determine the cumulative frequency for a stated value, with a practical interpretation in context. In Part 1 the counting is done by hand; in Part 2 a handheld calculator may be used for the counting and the percentages - but neither offers a shortcut around the reasoning itself."
gjennomsnitt-fra-klassedelt-datasett,skill,Statistics,Calculate the mean from grouped data,"estimate the mean of a grouped data set by using the midpoint of each class to represent the values in that class, and explain that this rests on an assumption that the values are reasonably evenly distributed within each class.",klassedelt-datasett-begrep;gjennomsnitt-datasett,1;2,"Give the student a frequency table with grouped data and ask them to estimate the mean using the midpoint of each class, and to state explicitly which assumption the estimate rests on. This can be done by hand in Part 1 or with a calculator in Part 2."
andel-i-klassedelt-datasett,skill,Statistics,Determine the proportion of a grouped data set above or below a given value,"for a grouped data set, determine what proportion of the observations lies above or below a given value that does not necessarily fall on a class boundary, by assuming an even distribution within the class the value falls in.",klassedelt-datasett-begrep;tolke-kumulativ-frekvensdiagram,2,"Give the student a grouped frequency table and a particular value (e.g. a mean they have just calculated) that falls inside one of the classes, and ask them to estimate what proportion of the data set lies above or below that value."
standardavvik-begrep,concept,Statistics,Standard deviation,"The standard deviation measures how much the values in a data set typically deviate from the mean, and a lower standard deviation means less spread.",gjennomsnitt-datasett,0,
kalkulator-statistikkmodus,skill,Statistics,Use the statistics mode on a calculator,enter a data set into the statistics mode of a handheld calculator and read off measures of centre such as the mean and the median.,gjennomsnitt-datasett;median-datasett,2,"Give the student a data set with a fairly large number of values and ask them to enter it into the statistics mode of the calculator and read off the mean and the median, and to compare this with a calculation by hand on a small subset of the numbers."
bestemme-standardavvik,skill,Statistics,Determine the standard deviation of a data set,"use a handheld calculator to determine the standard deviation of a data set, and explain what the value tells us about the spread.",standardavvik-begrep;kalkulator-statistikkmodus,2,"Give the student a data set and ask them to use the calculator to find the standard deviation, and then to explain briefly what the value tells us about the spread in this particular data set."
sammenligne-fordelinger-fra-mal,skill,Statistics,Compare distributions from measures of centre and spread,"reason about the shape and the spread of two distributions from stated measures of centre (mean, median) and spread (standard deviation), without knowing the original data.",standardavvik-begrep;median-datasett;gjennomsnitt-datasett,2,Give the student measures of centre and spread for two data sets (without the data themselves) and ask them to describe what the differences tell us about how the two distributions probably look.
velge-beste-sentralmal,skill,Statistics,Judge which measure of centre best represents a data set,"judge whether the mean or the median gives the most representative picture of a data set, and justify the choice - particularly with regard to how outliers (extreme values) affect the mean more than the median.",median-datasett;gjennomsnitt-datasett,2,"Give the student a data set (or the measures of centre for it) where the mean and the median differ clearly, ideally because of a single extreme value, and ask them to judge and justify which measure of centre best represents the data."
vurdere-pastand-om-fordeling,skill,Statistics,Evaluate a claim about a distribution,"evaluate a claim about a distribution based on stated measures of centre and spread, decide whether the claim is necessarily true, and where relevant support the answer with a counterexample.",sammenligne-fordelinger-fra-mal,2,"Present a claim about one of two distributions (based on stated measures of centre and spread) and ask the student to decide whether the claim necessarily holds, with justification - constructing a counterexample data set where that helps."
lengder-fra-koordinatsystem,skill,Geometry,Read lengths and distances in a coordinate system,"read off the coordinates of points in a coordinate system and use them to determine lengths such as bases, heights and side lengths in a figure.",koordinatsystem-begrep,1,"Show the student a simple figure drawn in a coordinate system with some coordinates marked, and ask them to determine the lengths (base, height, side length) needed for further calculation."
areal-trekant,skill,Geometry,Use the area formula for a triangle,use the formula for the area of a triangle (half the base times the height) to determine the area of a triangle drawn in a coordinate system.,lengder-fra-koordinatsystem;koordinatsystem-begrep,1,Show the student a triangle drawn in a coordinate system and ask them to determine its area.
areal-trapes,skill,Geometry,Use the area formula for a trapezium,"use the formula for the area of a trapezium, or alternatively split the figure into known parts (e.g. a rectangle and a triangle), to determine the area of a quadrilateral drawn in a coordinate system.",lengder-fra-koordinatsystem;koordinatsystem-begrep,1,"Show the student a trapezium-shaped (or otherwise composite) quadrilateral drawn in a coordinate system and ask them to determine the area, ideally by two different methods (the trapezium formula and splitting the figure up)."
areal-sirkel,skill,Geometry,Use the area formula for a circle,use the formula for the area of a circle (π·r²) to calculate the area given the radius or the diameter.,,1;2,Give the student the radius or the diameter of a circle and ask them to calculate the area.
areal-sirkel-sektor,skill,Geometry,Determine the area of a circular sector and of composite circular figures,"determine the area of a circular sector, and use addition or subtraction of known areas to find the area of a composite figure made up of parts of a circle.",lengder-fra-koordinatsystem;areal-sirkel;koordinatsystem-begrep,1,"Show the student a figure made up of a circular sector, possibly with a piece cut away, drawn in a coordinate system, and ask them to determine the area of the figure."
pytagoras-setningen,skill,Geometry,Use Pythagoras' theorem,use Pythagoras' theorem to find an unknown side in a right-angled triangle when the two other sides are known.,,1;2,Give the student a right-angled triangle in which two of the sides are known (leg-leg or leg-hypotenuse) and ask them to find the third side using Pythagoras' theorem.
volumenhet-omgjoring,skill,Geometry,Convert between units of volume,"convert between units of volume such as mm³, cm³, m³ and litres, and combine this with converting units of length before a volume calculation.",lengdeenheter-omgjoring,1,"Give the student a volume in one unit (mm³, cm³, m³ or litres) and ask them to convert it to another, stated unit - possibly combined with a length conversion before the volume calculation itself."
volum-rett-prisme,skill,Geometry,Calculate the volume of a right prism,"calculate the volume of a right prism (e.g. a block or a layer with a given cross-section) by multiplying length, width and height/thickness, converting units correctly along the way.",volumenhet-omgjoring,2,"Give the student the measurements (length, width, height/thickness) of a right prism in different units, and ask them to calculate the volume in a stated unit (e.g. cubic metres)."
volum-kjegle,skill,Geometry,Calculate the volume of a cone,"use the volume formula for a cone (V=⅓·π·r²·h) to calculate the volume given the diameter or radius and the height, and use the result to judge whether a quantity is sufficient in a practical setting.",volumenhet-omgjoring;areal-sirkel,2,"Give the student the diameter (or radius) and the height of a cone-shaped heap or object, and ask them to calculate the volume, ideally with a follow-up about whether the volume is enough compared with another stated volume."
losing-linear-likning,skill,Equations and functions,Solve a linear equation,solve a linear equation with one unknown.,,1,Give the student a simple linear equation with one unknown and ask them to solve it.
nullprodukt-setningen,skill,Equations and functions,Solve a factorised equation using the zero-product property,solve an equation given in factorised form by using the fact that a product is zero if and only if at least one of the factors is zero.,losing-linear-likning,1,Give the student an equation of the form (expression)·(expression)=0 and ask them to find all the solutions.
likningssystem-ved-regning,skill,Equations and functions,Solve a system of equations algebraically,"solve a linear system of equations with two unknowns algebraically, for example by substitution or by elimination.",losing-linear-likning,1,"Give the student a linear system of equations with two unknowns and ask them to solve it algebraically, showing the method clearly."
sette-opp-losningssystem-fra-tekst,skill,Equations and functions,Set up and solve a system of equations from a word problem,"translate a practical situation with several unknown quantities (two or three) into a system of equations, and solve it algebraically.",likningssystem-ved-regning,1;2,"Give the student a word problem in which two or three people buy different combinations of the same goods for stated totals, or a comparable situation with two unknown quantities (e.g. the weight of two types of sack given the number of each and a stated total weight), and ask them to set up and solve the system of equations."
linear-funksjon-begrep,concept,Equations and functions,"Linear function, gradient and constant term","A linear function can be written in the form y=ax+b, and knows what the gradient a and the constant term b mean.",losing-linear-likning,0,
tegne-linear-funksjon,skill,Equations and functions,Draw the graph of a linear function,"draw the graph of a linear function given in equation form, for example by finding where it crosses the axes or by setting up a table of values.",linear-funksjon-begrep;koordinatsystem-begrep;skjaeringspunkt-begrep,1,Give the student a linear equation (e.g. in the form ax+by=c) and ask them to draw the graph by hand in a coordinate system.
graftisk-losing-likningssystem,skill,Equations and functions,Solve a system of equations graphically,solve a linear system of equations graphically by drawing both lines in the same coordinate system and reading off the point of intersection.,tegne-linear-funksjon;koordinatsystem-begrep;skjaeringspunkt-begrep,1,"Give the student a linear system of equations and ask them to solve it graphically, with the point of intersection clearly marked."
programmering-lister-variabler,concept,Programming,Basic programming concepts,"Variable: a name given a value, which can be updated as the program runs.
List: several values under one name, each with a position.
Loop: repeats code - a for loop once per element, a while loop for as long as a condition holds.
Built-in functions: ready-made functions such as len(), which gives the number of elements, and sum(), which gives their total.",,0,
tolke-python-program,skill,Programming,Interpret a short Python program,"read a short Python program - with lists and simple built-in functions, or with a loop (for/while) that simulates something over time, e.g. a financial plan - follow the calculation step by step, and explain what the calculated and printed values represent in context.",programmering-lister-variabler;gjennomsnitt-datasett,1,"Show the student a short Python program (without running it) - either one that calculates a quantity from a list of numbers, or one that uses a while or for loop to simulate something over time (e.g. withdrawals from an account that earns interest) - and ask them to explain what the printed values tell us."
kalkulator-potensuttrykk,skill,Exponential functions,Evaluate powers on a calculator,"use a handheld calculator to evaluate expressions involving powers, including powers with decimal exponents and nth roots.",vekstfaktor-fra-prosent,2,"Give the student a range of expressions involving powers, including ones with a decimal exponent and an nth root, and ask them to evaluate them on the calculator."
eksponentialfunksjon-begrep,concept,Exponential functions,Exponential function,"An exponential function of the form f(x)=b·a^x describes a quantity that changes by a fixed growth factor a per unit of time, where b is the starting value.",vekstfaktor-fra-prosent,0,
vekstfaktor-per-periode-fra-langsiktig-endring,skill,Exponential functions,Find the growth factor per period from a long-run change,"determine the annual (periodic) growth factor when a known percentage change happens over several periods taken together, by taking the nth root of the growth factor for the whole period.",eksponentialfunksjon-begrep;kalkulator-potensuttrykk,2,"Give the student a description of a quantity that changes by a given percentage over a given number of periods taken together (e.g. halves every six years), and ask them to find the annual growth factor using a calculator."
sette-opp-eksponentialmodell,skill,Exponential functions,Set up an exponential model,"set up an exponential model f(x)=b·a^x from a written description of a starting value and a percentage or periodic change, and explain each step of the derivation.",vekstfaktor-per-periode-fra-langsiktig-endring,2,"Give the student a written situation with a starting value and information about a periodic percentage change, and ask them to show how a stated exponential model can be derived from that information."
gjennomsnittlig-vekstrate-eksponentialfunksjon,skill,Exponential functions,Find the average change per unit of time,"use an exponential function to calculate the average change per unit of time over a given interval, by evaluating function values on a calculator and dividing the difference by the length of the interval.",eksponentialfunksjon-begrep;kalkulator-potensuttrykk,2,"Give the student an exponential model and an interval, and ask them to calculate the average change per unit of time over that interval using a calculator."
eksponentiell-regresjon,skill,Exponential functions,Build an exponential model by regression,"use regression on a handheld calculator to find an exponential model f(x)=a·b^x that fits a data set, and document the procedure.",eksponentialfunksjon-begrep;kalkulator-statistikkmodus,2,"Give the student a data set (e.g. a table of time against a quantity that grows or declines), and ask them to use the regression function on the calculator to find an exponential model, documenting the procedure."
lose-eksponentiallikning,skill,Exponential functions,Solve an exponential equation,"solve an equation of the form a·b^x=c for x using a handheld calculator (e.g. an equation solver or logarithms), and interpret the answer in the context the task describes.",eksponentialfunksjon-begrep;kalkulator-potensuttrykk,2,"Give the student an exponential model and a stated function value, and ask them to find the corresponding x-value using a calculator, and to interpret the answer in context (e.g. «after how many months...»)."
prosentpoeng-vs-prosent-begrep,concept,Percentages and growth factors,Percentage points versus percentage change,"Percentage points: the difference between two percentages. From 20 % to 25 % is a rise of 5 percentage points.
Percentage change: how much the share has changed relative to where it started. The same rise is an increase of 25 %.",prosent-desimal-brok,0,
velge-prosentpoeng-eller-prosent,skill,Percentages and growth factors,Tell percentage points from percentage change,"decide which of the two a given statement reports, work out both for the same figures, and explain how a claim becomes misleading when they are confused.",prosentpoeng-vs-prosent-begrep,0,
sammenligne-datasett-to-tidspunkt,skill,Statistics,Compare data from two or more points in time,"compare data sets from two or more points in time (e.g. proportions given as percentages), calculate the relevant changes and differences with a correct distinction between percentage points and percentage change, and put the comparisons into words.",prosentpoeng-vs-prosent-begrep,2,"Give the student two or more tables of comparable data from different points in time, and ask them to calculate and describe the most interesting changes, using percentage points and percentage change correctly."
velge-passende-diagram,skill,Statistics,Choose and produce a suitable chart,"choose a type of chart (e.g. a bar chart, a pie chart or a line graph) that suits a given set of data, produce the chart, and justify the choice.",datasett-begrep,2,"Give the student a set of data and ask them to choose and sketch a suitable type of chart, with a justification for the choice."
presentere-funn-fra-datamateriale,skill,Statistics,Present findings from a set of data,"carry out relevant calculations and comparisons on a set of data, choose suitable charts, and put together a short presentation of the findings for an audience.",sammenligne-datasett-to-tidspunkt;velge-passende-diagram,2,"Give the student a composite set of data (two or more tables works well) and ask them to carry out calculations, produce charts and put together a short presentation of the most important findings."
annuitetslan-begrep,concept,Loans and personal finance,Annuity loan,"An annuity loan has the same instalment throughout the repayment period. The interest is calculated on the outstanding balance and shrinks each period, while the principal part is whatever is left of the instalment and therefore grows - the sum stays the same every time.",prosent-av-tall;restgjeld-begrep;termin-begrep,0,
beregne-termin-rente-avdrag,skill,Loans and personal finance,Calculate the interest and principal parts of one instalment,"for a given outstanding balance, interest rate and instalment, calculate the interest part and the principal part of one payment, and then find the new outstanding balance.",annuitetslan-begrep;restgjeld-begrep;termin-begrep;rentesats-begrep,2,"Give the student an outstanding balance, an interest rate per period and an instalment, and ask them to work out the interest part, the principal part and the new outstanding balance for one period, using a calculator."
sette-opp-nedbetalingsplan-rekursivt,skill,Loans and personal finance,Set up a repayment schedule period by period,"set up a repayment schedule covering several periods by repeating the calculation of interest, principal and new outstanding balance period by period, using a handheld calculator (for example its answer/repeat function) or a table drawn up by hand.",beregne-termin-rente-avdrag;restgjeld-begrep;termin-begrep;rentesats-begrep,2,"Give the student the loan amount, the interest rate and the instalment, and ask them to set up a repayment schedule for the first 4-5 periods by repeating the calculation period by period on a calculator. Make it clear that this is to be done without a spreadsheet - CAS software and spreadsheets (computer tools) are not permitted aids in Part 2, only a handheld calculator (which may well have graphing built in - that is not the problem)."
serielan-begrep,concept,Loans and personal finance,Serial loan,"A serial loan repays the same amount of principal every period. The interest is calculated on the outstanding balance and falls steadily, so the instalment is largest at the start and gets smaller throughout - unlike an annuity loan, where the instalment is fixed.",prosent-av-tall;restgjeld-begrep;termin-begrep,0,
beregne-avdrag-serielan,skill,Loans and personal finance,Calculate the fixed principal repayment on a serial loan,calculate the fixed principal repayment on a serial loan by dividing the loan amount by the number of periods.,serielan-begrep;termin-begrep,1;2,"Give the student the loan amount and the repayment period (number of periods) for a serial loan, and ask them to calculate the fixed principal repayment."
beregne-terminbelop-serielan,skill,Loans and personal finance,Calculate the instalment and the interest part on a serial loan,"for a serial loan, calculate the interest part and the instalment for a given period from the outstanding balance at that point, and compare how the instalment changes with different repayment periods.",beregne-avdrag-serielan;restgjeld-begrep;termin-begrep;rentesats-begrep,1;2,"Give the student the loan amount, the interest rate and the repayment period for a serial loan, and ask them to calculate the instalment for one or more stated periods - and where relevant to compare it with the instalment under a different repayment period."
sammenligne-sparealternativer,skill,Loans and personal finance,Compare different saving or investment options,"calculate the final value of several different saving or investment options (e.g. a single overall percentage change, a fixed annual interest rate over several years, or several different percentage changes year by year) and set them out side by side for comparison.",vekstfaktor-fra-prosent;sammensatt-endring;kalkulator-potensuttrykk,2,"Give the student the same starting amount placed in two or three different saving or investment options with different return information, and ask them to calculate the final amount for each option and bring the results together in one overview."
finne-hele-fra-prosentandel,skill,Percentages and growth factors,Find the original number from a percentage,"given a percentage of a number together with either that part itself or the rest (the complement) as a count, work out what the original (whole) number is.",prosent-av-tall,1,"Give the student a percentage and a corresponding quantity, either directly (e.g. «40 % of a team is 12 people») or via the complement (e.g. «88 % take part, 3 do not»), and ask them to find the total number. Pure calculation, a single numerical answer."
argumentere-prosent-symmetri,skill,Percentages and growth factors,Argue that «a % of b» and «b % of a» are equal,"argue why «a per cent of b» always gives the same answer as «b per cent of a», by showing that both expressions amount to (a·b)/100.",prosent-av-tall,1;2,"Give the student several pairs of percentage questions set up as «a % of b?» and «b % of a?» (e.g. 10 % of 50 and 50 % of 10), and ask them to explain - algebraically if they can - why the two questions in each pair always give the same answer."
omkrets-sirkel,skill,Geometry,Use the circumference formula for a circle and find an arc length,"use the formula for the circumference of a circle (2·π·r) to calculate the circumference given the radius or the diameter, and calculate the arc length of a circular sector as a fraction of the whole circumference.",areal-sirkel,1;2,"Give the student the radius or the diameter of a circle and ask them to calculate the circumference, where relevant combined with finding the arc length of a given sector (e.g. a semicircle) as a fraction of the whole circumference."
omkrets-sammensatt-figur,skill,Geometry,Determine the perimeter of a composite figure,"determine the perimeter of a composite or unfamiliar figure - for example a semicircle, or a triangle where only the base and the height are given - by adding up side lengths and where necessary arc lengths, and using Pythagoras' theorem to find missing side lengths.",omkrets-sirkel;pytagoras-setningen;areal-trekant,1,"Give the student two figures to compare, e.g. a semicircle and an isosceles triangle where only the base and the height are given, and ask them to find the perimeter of each - where the sloping sides of the triangle must first be found with Pythagoras' theorem - and to decide which figure has the greater perimeter."
formlike-trekanter-begrep,concept,Geometry,Similar triangles,"Two triangles are similar when their angles are equal in pairs and their sides are proportional, and can explain why two triangles are similar - for example from vertically opposite angles and parallel lines, or from given information about the angles.",proporsjon-begrep,0,
bruke-formlikhet-til-lengde,skill,Geometry,Use similarity to find an unknown length,"use the similarity of two triangles to set up a proportion between corresponding sides, and solve for an unknown length.",formlike-trekanter-begrep;proporsjon-begrep,1;2,"Give the student a situation involving two similar triangles (e.g. a sketch with known and unknown distances, or a word problem about measuring a distance across a river or an obstacle), and ask them to set up a proportion between corresponding sides and solve for the unknown length."
areal-skalering-ved-formlikhet,skill,Geometry,Use area scaling under similarity,use the relationship between the scale factor for lengths and the scale factor for areas - the ratio of the areas is the square of the ratio of the lengths - to find unknown side lengths in a similar figure when the area is given.,formlike-trekanter-begrep;areal-trekant,1;2,"Give the student a figure (e.g. a right-angled triangle) with known side lengths, and ask them to find the side lengths of a similar figure with a stated area, using the fact that the ratio of the areas is the square of the ratio of the lengths between the figures."
areal-regulaer-mangekant,skill,Geometry,Determine the area of a regular polygon,"determine the area of a regular polygon (e.g. a regular hexagon) by splitting it into congruent triangles from the centre and using the area formula for a triangle, where necessary with Pythagoras' theorem to find the height of each triangle.",areal-trekant;pytagoras-setningen,2,"Give the student the side length of a regular polygon (e.g. a hexagon), and ask them to determine the area by splitting the figure into congruent triangles from the centre and adding up their areas."
kjeglestubbe-begrep,concept,Geometry,Frustum of a cone,"A frustum is a cone whose top has been cut off by a cut parallel to the base, and its volume can be calculated by subtracting the volume of the small cone that was cut off from the volume of the original, whole cone.",volum-kjegle,0,
volum-kjeglestubbe,skill,Geometry,Calculate the volume of a frustum of a cone,"calculate the volume of a frustum by setting up a whole cone, using the similarity between the whole cone and the top cone that is cut away to find the height of the top cone, and subtracting the volume of the top cone from the volume of the whole cone.",kjeglestubbe-begrep;bruke-formlikhet-til-lengde,2,"Give the student practical requirements for a frustum (e.g. measurements for the base, the top face and the maximum height of an object to be shaped), and ask them to propose suitable measurements, draw a sketch with those measurements marked, and calculate the volume by starting from a whole cone and subtracting the top cone that is cut away."
median-fra-klassedelt-tabell,skill,Statistics,Estimate the median from a grouped frequency table,"estimate the median of a grouped data set given as a frequency table (without a cumulative frequency graph), by determining which class the median falls in and using linear interpolation under an assumption of an even distribution within that class.",klassedelt-datasett-begrep;median-datasett;gjennomsnitt-fra-klassedelt-datasett,1;2,"Give the student a grouped frequency table and ask them to estimate the median by finding which class the middle observation falls in and interpolating within that class, and ask them to state explicitly the assumption of an even distribution that the estimate rests on."
