id,type,topic,name,description,depends_on,aids,instruction
primtall-begrep,concept,Tall og tallregning,Primtall,"Et helt tall større enn 1 som kun har seg selv og 1 som faktorer, og kan avgjøre om et lite tall er et primtall.",faktor-begrep,0,
faktorisering-begrep,concept,Tall og tallregning,Primtallsfaktorisering,"Å primtallsfaktorisere et tall er å skrive det som et produkt der alle faktorene er primtall. Ethvert sammensatt tall kan skrives på nøyaktig én slik måte, bortsett fra rekkefølgen på faktorene.",faktor-begrep;primtall-begrep,0,
primtallsfaktorisering,skill,Tall og tallregning,Finne primtallsfaktoriseringen til et tall,"finne primtallsfaktoriseringen til et helt tall, f.eks. ved hjelp av et faktortre.",faktorisering-begrep,0,"Gi eleven noen sammensatte tall (f.eks. 84, 150, 216) og be dem finne primtallsfaktoriseringen ved å bruke et faktortre eller gjentatt divisjon med primtall."
finne-fellesnevner-med-faktorisering,skill,Tall og tallregning,Bruke faktorisering til å finne fellesnevner og forkorte brøker,"bruke primtallsfaktorisering til å finne minste felles multiplum (fellesnevner) og største felles faktor, og bruke dette til å forkorte brøker.",primtallsfaktorisering,0,"Gi eleven to brøker med ulike nevnere (f.eks. 12/18 og 5/8) og be dem finne fellesnevneren ved hjelp av primtallsfaktorisering, og forkorte 12/18 til enklest mulig form ved å faktorisere teller og nevner."
brokregning-med-faktorisering,skill,Tall og tallregning,Regne med brøk ved hjelp av faktorisering,"addere, subtrahere, multiplisere og dividere brøker ved å bruke faktorisering til å finne fellesnevner og forkorte underveis og i svaret.",finne-fellesnevner-med-faktorisering,0,"Gi eleven et regnestykke med to eller tre brøker og et av regneartene (f.eks. 5/6 + 7/9, eller 3/4 · 8/15), og be dem løse det for hånd ved å bruke faktorisering til fellesnevner eller forkorting, og skrive svaret i enklest mulig form."
tallmonster-begrep,concept,Algebra og mønstre,Tallmønster og geometrisk mønster,"Tallmønster: en tallrekke der det finnes en regel som gir neste tall, som 2, 5, 8, 11 …
Geometrisk mønster: en figurrekke som vokser eller gjentar seg etter en regel. Begge kan fortsettes så snart regelen bak er funnet.",,0,
utforske-og-fortsette-monster,skill,Algebra og mønstre,Utforske og fortsette et mønster,"utforske et gitt geometrisk mønster eller tallmønster, beskrive regelen med egne ord, og finne de neste leddene.",tallmonster-begrep,0,"Vis eleven de tre-fire første leddene i et mønster (f.eks. en figur bygd av tellebrikker som vokser, eller en tallfølge som 3, 7, 11, 15) og be dem beskrive mønsteret med egne ord og tegne eller skrive de to neste leddene."
generalisere-monster-med-ord-og-algebra,skill,Algebra og mønstre,Generalisere et mønster algebraisk,generalisere et mønster med egne ord og som et algebraisk uttrykk for ledd nummer n.,utforske-og-fortsette-monster,0,"Gi eleven et mønster (tall- eller figurmønster) og be dem først forklare med egne ord hvordan man kommer fra ett ledd til det neste, og deretter sette opp et algebraisk uttrykk for antall (eller verdien til) ledd n. Be dem vise at uttrykket stemmer for et av de kjente leddene."
variabel-og-konstant-begrep,concept,Algebra og mønstre,Variabel og konstant,"Variabel: en bokstav som står for et tall som kan variere, eller som ennå ikke er kjent.
Konstant: et tall i uttrykket som ligger fast, og som ikke endrer seg når variabelen gjør det.",,0,
lage-regneuttrykk-fra-praktisk-situasjon,skill,Algebra og mønstre,Lage et regneuttrykk fra en praktisk situasjon,"lage og forklare et regneuttrykk med tall, variabler og konstanter ut fra en praktisk situasjon.",variabel-og-konstant-begrep,0,"Gi eleven en praktisk situasjon med en fast del og en del som avhenger av en ukjent mengde (f.eks. en inngangspris pluss en pris per person i en gruppe), og be dem sette opp et regneuttrykk med en variabel som beskriver totalprisen, og forklare hva variabelen og konstanten står for."
ledd-begrep,concept,Algebra og mønstre,Ledd,"Et ledd er en del av et regneuttrykk som er skilt fra resten med et pluss- eller minustegn. I 3x + 5 - 2y er 3x, 5 og 2y de tre leddene.",variabel-og-konstant-begrep,0,
forenkle-algebraiske-uttrykk,skill,Algebra og mønstre,Forenkle algebraiske uttrykk,forenkle et algebraisk uttrykk ved å trekke sammen like ledd og bruke den distributive egenskapen til å multiplisere inn i en parentes.,ledd-begrep;regneregler-kommutativ-assosiativ-distributiv-begrep,0,"Gi eleven algebraiske uttrykk som skal forenkles (f.eks. 3x + 5 - x + 2, eller 2(x+4) - 3x), og be dem trekke sammen like ledd og gange ut parenteser, og vise hvert steg."
ligning-begrep,concept,Algebra og mønstre,Ligning,"En ligning er to uttrykk satt lik hverandre, der minst ett tall er ukjent. Å løse ligningen er å finne verdien av den ukjente som gjør likheten sann.",variabel-og-konstant-begrep,0,
lose-enkel-ligning,skill,Algebra og mønstre,Løse en enkel ligning,løse en enkel ligning med én ukjent ved å utføre den samme operasjonen på begge sider av likhetstegnet.,ligning-begrep,0,"Gi eleven enkle ligninger med én ukjent (f.eks. 3x + 5 = 20, eller x/4 - 2 = 3) og be dem løse dem for hånd, og vise hvert steg med samme operasjon utført på begge sider."
lage-og-lose-ligning-praktisk,skill,Algebra og mønstre,Lage og løse en ligning fra en praktisk situasjon,"lage og løse en ligning ut fra en praktisk situasjon, og kritisk vurdere om løsningen gir mening i konteksten.",lose-enkel-ligning;lage-regneuttrykk-fra-praktisk-situasjon,0,"Gi eleven en praktisk tekstoppgave der en ukjent størrelse kan finnes ved å sette opp og løse en ligning (f.eks. hvor mange uker noen må spare for å ha nok penger til noe), og be dem sette opp ligningen, løse den, og vurdere om svaret er rimelig i konteksten (f.eks. om det bør rundes opp)."
ulikhet-begrep,concept,Algebra og mønstre,Ulikhet,"En ulikhet sammenligner to uttrykk med <, >, ≤ eller ≥ i stedet for et likhetstegn. Løsningen er som regel et helt intervall av tall, ikke ett enkelt tall slik en ligning gjerne har.",ligning-begrep,0,
lose-ulikhet,skill,Algebra og mønstre,Løse en enkel ulikhet,"løse en enkel ulikhet med én ukjent, og snu ulikhetstegnet når begge sider multipliseres eller divideres med et negativt tall.",ulikhet-begrep;lose-enkel-ligning,0,"Gi eleven enkle ulikheter (f.eks. 2x + 3 > 11, og en der begge sider må ganges med et negativt tall, f.eks. -3x < 12) og be dem løse dem for hånd og skrive løsningen som et intervall. Be dem spesielt legge merke til når ulikhetstegnet må snu."
vurdere-gyldighet-losning-ulikhet,skill,Algebra og mønstre,Vurdere gyldigheten av løsningen på en ulikhet,"vurdere om løsningen av en ulikhet fra en praktisk situasjon er gyldig, f.eks. om alle tallene i løsningsintervallet faktisk gir mening i konteksten.",lose-ulikhet,0,"Gi eleven en praktisk situasjon som leder til en ulikhet (f.eks. hvor mange billetter man maksimalt har råd til), og be dem løse ulikheten og deretter vurdere hvilke av tallene i løsningsintervallet som faktisk er mulige svar i den praktiske situasjonen (f.eks. bare hele, positive antall)."
funksjon-begrep-8,concept,Funksjoner,Funksjon,En sammenheng der hver x-verdi gir nøyaktig én y-verdi.,variabel-og-konstant-begrep,0,
koordinatsystem-begrep,concept,Funksjoner,Koordinatsystem,"En x-akse og en y-akse som står vinkelrett på hverandre, og kan plassere og lese av punkter gitt som et tallpar (x, y).",,0,
representere-funksjon-tabell-graf,skill,Funksjoner,Lage tabell og graf for en funksjon,"lage en verditabell for en enkel funksjon, og bruke tabellen til å tegne grafen i et koordinatsystem.",funksjon-begrep-8;koordinatsystem-begrep,0,"Gi eleven et enkelt funksjonsuttrykk (f.eks. y = 2x + 1) og be dem fylle ut en verditabell for noen x-verdier, og deretter tegne grafen i et koordinatsystem ut fra tabellen."
lese-av-graf,skill,Funksjoner,Lese av verdier fra en graf,"lese av funksjonsverdier fra en graf, og finne x-verdien(e) som gir en bestemt y-verdi.",representere-funksjon-tabell-graf,0,"Vis eleven en graf fra en praktisk situasjon (f.eks. en pris som funksjon av antall varer) og be dem lese av y-verdien for en gitt x-verdi, og omvendt finne x-verdien(e) som gir en bestemt y-verdi."
sammenheng-mellom-representasjoner,skill,Funksjoner,"Se sammenhengen mellom situasjon, tabell, graf og uttrykk","gå mellom de fire representasjonene av en funksjon (praktisk situasjon, tabell, graf og uttrykk), og forklare hvordan de henger sammen.",lese-av-graf;generalisere-monster-med-ord-og-algebra,0,"Gi eleven én representasjon av en funksjon (f.eks. en kort tekstsituasjon) og be dem lage de tre andre representasjonene (tabell, graf, uttrykk) ut fra den, og forklare hvordan et bestemt tall i teksten kan gjenkjennes i hver av de andre representasjonene."
sammenligne-funksjoner-fra-praktisk-situasjon,skill,Funksjoner,Sammenligne to funksjoner fra praktiske situasjoner,"sammenligne to funksjoner fra praktiske situasjoner, f.eks. to ulike prisavtaler, ved å sammenligne grafene eller tabellene deres.",sammenheng-mellom-representasjoner,0,"Gi eleven to praktiske tilbud beskrevet med tekst (f.eks. to ulike abonnement med forskjellig fast pris og pris per enhet) og be dem sette opp funksjonsuttrykk eller tabeller for begge, sammenligne dem, og si når hvert av tilbudene lønner seg."
algoritme-begrep,concept,Programmering,Algoritme,"En presis, steg-for-steg beskrivelse av hvordan et problem løses.",,0,
lage-enkel-algoritme-praktisk,skill,Programmering,Lage en enkel algoritme for et praktisk problem,"skape en enkel algoritme for å løse et praktisk problem, ved å bruke variabler og enkle kommandoer i et programmeringsspråk eller i blokkprogrammering.",algoritme-begrep;variabel-og-konstant-begrep,0,"Gi eleven et enkelt praktisk problem (f.eks. å regne ut summen av tallene fra 1 til et oppgitt tall, eller å avgjøre om et tall er partall) og be dem lage en algoritme (som pseudokode, blokkprogrammering eller enkel Python-kode) som løser problemet."
teste-og-forbedre-algoritme,skill,Programmering,Teste og forbedre en algoritme,"teste en algoritme med ulike inndata, oppdage feil eller svakheter, og forbedre algoritmen slik at den fungerer som tiltenkt.",lage-enkel-algoritme-praktisk,0,"Gi eleven en algoritme (egen eller ferdig laget) sammen med noen testtilfeller, inkludert minst ett tilfelle der algoritmen gir feil eller uventet svar, og be dem finne feilen og foreslå og teste en forbedring."
