id,type,topic,name,description,depends_on,aids,instruction
begrepsnode-ferdighetsnode,concept,Ferdighetstreet,Begrepsnode og ferdighetsnode,"Begrepsnode: et læringsmål som er en definisjon - noe eleven skal kunne forklare.
Ferdighetsnode: et læringsmål som er noe eleven skal kunne gjøre, skrevet som en handling.",ferdighetstre,,
avhengighet,concept,Ferdighetstreet,Avhengighet,"Avhengighet: at én node må sitte før en annen gir mening. Den sier at noe ikke kan gjøres først, ikke at det pleier å undervises først - og den avgjør både hvor noden havner i kartet og hvilke ord KI-en regner som kjente når eleven øver.",ferdighetstre,,
lese-treet-med-eleven,skill,Ferdighetstreet,Finne ut hvor en elev står i treet,lese et ferdighetstre sammen med en elev og bli enige om hvilken node som er det neste fornuftige steget for akkurat den eleven.,ferdighetstre;avhengighet,,
dekomponere,skill,Ferdighetstreet,Dekomponere et emne fra eget fag til noder,"bryte et emne du selv underviser i, ned i begreps- og ferdighetsnoder med avhengigheter mellom seg, og begrunne hvorfor den ene ikke kan komme før den andre.",begrepsnode-ferdighetsnode;avhengighet;gruppering,,
lage-eget-tre,skill,Ferdighetstreet,Lage et ferdighetstre for egen klasse,"lage et ferdig ferdighetstre for et emne du skal undervise i, med KI som hjelp til dekomponeringen, og dele det ut til elevene.",dekomponere;skrive-ledetekst,,
bruke-treet-i-klassen,skill,Ferdighetstreet,Ta ferdighetstreet i bruk i en økt,"ta treet inn i en konkret time - hva elevene får beskjed om, når de krysser av, og hva du selv leser ut av oversikten - og gjøre rede for hvordan det gikk.",lese-treet-med-eleven,,
eksplisitt-instruksjon,concept,Eksplisitt undervisning,Eksplisitt instruksjon,"Eksplisitt instruksjon: at læreren viser hele framgangsmåten, i små steg, med sjekk av forståelsen underveis, før eleven jobber på egen hånd.
Delvis veiledet oppdagelse: at eleven skal finne framgangsmåten selv, med hint underveis. For en elev uten forkunnskaper ender det oftere i halve eller gale regler enn i innsikt.",novise-ekspert,,
argumentere-for-eksplisitt,skill,Eksplisitt undervisning,Argumentere for når eksplisitt instruksjon er riktig valg,"ta stilling til, for et konkret emne og en konkret elevgruppe, om eleven skal vises framgangsmåten eller finne den selv - og begrunne det med hva elevene har lagret fra før.",eksplisitt-instruksjon,,
misoppfatning,concept,Eksplisitt undervisning,Misoppfatning,"Misoppfatning: en regel eleven har laget seg selv, som gir riktig svar i noen tilfeller og galt i andre - at det å gange alltid gjør tallet større, for eksempel. Den forsvinner ikke av at riktig metode vises en gang til.",,,
kognitiv-konflikt,concept,Eksplisitt undervisning,Kognitiv konflikt,Kognitiv konflikt: at eleven blir stilt overfor et eksempel der egen regel gir et svar eleven selv ser er galt.,misoppfatning,,
rydde-misoppfatning,skill,Eksplisitt undervisning,Rydde opp i en misoppfatning med et moteksempel,"velge et eksempel der elevens egen regel bryter sammen på en måte eleven ser selv, og følge det opp slik at den nye regelen står igjen.",kognitiv-konflikt,,
framgangsmate-for-begrunnelse,concept,Eksplisitt undervisning,Framgangsmåte før begrunnelse,"Framgangsmåte før begrunnelse: at eleven ofte må kunne utføre metoden før begrunnelsen for den gir mening. Begrunnelsen er ikke droppet, den er flyttet bakover.",eksplisitt-instruksjon;gruppering,,
analogi,concept,Eksplisitt undervisning,Analogi,"Analogi: en sammenligning som overfører strukturen i noe eleven kan, til noe eleven ikke kan. En analogi som bare likner på overflaten, fester seg like godt og villeder like lenge.",,,
velge-analogi,skill,Eksplisitt undervisning,Velge og innføre en analogi bevisst,"velge en analogi ut fra hva den overfører av struktur, si høyt hvor den slutter å gjelde, og forkaste den når likheten bare er på overflaten.",analogi,,
silent-teacher,concept,Eksplisitt undervisning,Silent Teacher,"Silent Teacher: at læreren viser et eksempel i stillhet, steg for steg, mens elevene ser - og først snakker om det etterpå.",delt-oppmerksomhet,,
gjennomfore-silent-teacher,skill,Eksplisitt undervisning,Gjennomføre en gjennomgang uten å snakke over egen tavle,"vise et eksempel steg for steg uten å kommentere underveis, og si etterpå hva elevene skulle legge merke til.",silent-teacher,,
automatisering,concept,Eksplisitt undervisning,Automatisering av grunnleggende ferdigheter,"Automatisering: at en ferdighet - gangetabellen, brøkregning, å løse en enkel likning - går så raskt og sikkert at den ikke lenger krever oppmerksomhet. Det er automatiseringen som frigjør arbeidsminne til det som faktisk er nytt.",gruppering,,
trene-ferdighet-med-ki,skill,Eksplisitt undervisning,Sette elever til å trene en grunnleggende ferdighet med KI,"sette opp kort, repetert øving på én grunnleggende ferdighet i en KI-chat, med krav om at eleven regner selv og modellen bare gir oppgaver og tilbakemelding.",automatisering;skrive-ledetekst;kontrollere-ki-svar,,
solo,concept,Eksplisitt undervisning,SOLO-taksonomien,"SOLO-taksonomien: en skala for hvor sammensatt et svar er - fra å nevne ett forhold, til å liste flere uten å knytte dem sammen, til å se sammenhengen mellom dem, til å bruke den sammenhengen i noe nytt.",,,
plassere-elevsvar,skill,Eksplisitt undervisning,Plassere et elevsvar på SOLO-skalaen,"lese et konkret elevsvar og avgjøre hvor sammensatt det er, og hva som ville vært neste steg opp for akkurat den eleven.",solo,,
ki-bruk-etter-niva,skill,Eksplisitt undervisning,Velge KI-bruk etter hvor eleven står,"avgjøre om en elev på dette nivået trenger drilling, forklaring eller en motpart å bryne seg på, og be KI-en om akkurat det framfor om hjelp generelt.",solo;skrive-ledetekst,,
gjennomarbeidet-eksempel,concept,Eksempler og oppgavedesign,Gjennomarbeidet eksempel,"Gjennomarbeidet eksempel: en ferdig løsning eleven studerer steg for steg, framfor å løse oppgaven selv. For en elev uten forkunnskaper gir det mer læring per minutt enn å prøve og feile.",kognitiv-belastning;eksplisitt-instruksjon,,
eksempelpar,concept,Eksempler og oppgavedesign,Example-problem pair,"Example-problem pair: et gjennomarbeidet eksempel etterfulgt umiddelbart av en nesten lik oppgave eleven løser selv, mens eksempelet fortsatt ligger framme.",gjennomarbeidet-eksempel,,
selvforklaring,concept,Eksempler og oppgavedesign,Selvforklaring,"Selvforklaring: at eleven sier eller skriver hvorfor hvert steg i et eksempel er der. Det er dette som gjør et gjennomarbeidet eksempel til læring, og elever gjør det nesten aldri av seg selv.",gjennomarbeidet-eksempel;oppmerksomhetsprinsippet,,
supercharged,concept,Eksempler og oppgavedesign,Supercharged worked example,"Supercharged worked example: et example-problem pair der eleven i tillegg blir bedt om å forklare hvert steg - hvorfor det ble gjort, og hva som ville skjedd uten.",eksempelpar;selvforklaring,,
lage-supercharged,skill,Eksempler og oppgavedesign,Lage et supercharged eksempel med KI,"få KI-en til å lage et eksempelpar med selvforklaringsspørsmål til et delmål du snart skal undervise i, og rette det til det holder i din egen klasse.",supercharged;skrive-ledetekst;kontrollere-ki-svar,,
fading,concept,Eksempler og oppgavedesign,Fading,"Fading: at støtten i eksempelet trekkes vekk litt etter litt - først er alle steg gitt, så de fleste, så noen, til eleven gjør hele selv.",eksempelpar,,
ekspertreversering,concept,Eksempler og oppgavedesign,Ekspertreverseringseffekten,"Ekspertreverseringseffekten: at det som hjelper en novise, hemmer en som allerede kan det. Gjennomarbeidede eksempler slutter å virke, og begynner å irritere, når ferdigheten sitter.",gjennomarbeidet-eksempel;novise-ekspert,,
avgjore-nar-stotten-gar,skill,Eksempler og oppgavedesign,Avgjøre når eleven skal slutte med eksempler og begynne å øve,"lese av på elevens arbeid når støtten er blitt overflødig, og trappe den ned i stedet for å gi alle like mange eksempler.",ekspertreversering;fading,,
minimal-variasjon,concept,Eksempler og oppgavedesign,Minimalt varierte oppgaver,"Minimalt varierte oppgaver: en sekvens der bare én ting endres om gangen, slik at eleven ser hva endringen gjør med svaret framfor å starte forfra for hver oppgave.",oppmerksomhetsprinsippet,,
lage-sekvens,skill,Eksempler og oppgavedesign,Lage en minimalt variert oppgavesekvens,"lage en sekvens på fire til seks oppgaver til ett delmål der hver oppgave endrer én ting fra den forrige, og si hva hver endring er ment å få eleven til å legge merke til.",minimal-variasjon;skrive-ledetekst,,
grensetilfelle,concept,Eksempler og oppgavedesign,Grensetilfelle,"Grensetilfelle: et eksempel som ligger i ytterkanten av det regelen dekker - null, negative tall, en trekant som nesten ikke er en trekant. Uten slike lager eleven seg en for snever regel.",,,
overflate-og-dybde,concept,Eksempler og oppgavedesign,Overflate- og dybdestruktur,"Overflatestruktur: det oppgaven ser ut til å handle om - tallene, konteksten, ordene.
Dybdestruktur: hva som faktisk må gjøres for å løse den. To oppgaver som ser like ut, kan kreve helt ulik metode.",,,
lage-like-ulike-oppgaver,skill,Eksempler og oppgavedesign,Lage oppgaver som ser like ut og krever ulik metode,"lage et lite sett oppgaver med samme innpakning og ulik løsningsmetode, og bruke det til å se om eleven leser oppgaven eller gjenkjenner den.",overflate-og-dybde;skrive-ledetekst,,
vurdere-oppgavesett,skill,Eksempler og oppgavedesign,Vurdere et oppgavesett fra læreboka mot disse prinsippene,"gå gjennom et oppgavesett du bruker fra før og gjøre rede for hva variasjonen i det faktisk trener, hvilke grensetilfeller som mangler, og hva du ville byttet ut.",minimal-variasjon;grensetilfelle;overflate-og-dybde,,
gjenhenting,concept,"Øving, gjenhenting og repetisjon",Gjenhenting,Gjenhenting: å hente noe fram fra langtidsminnet uten å ha det foran seg. Selve framhentingen styrker minnet mer enn å lese det samme en gang til - også når den føles tyngre og mindre produktiv.,arbeidsminne,,
spredt-og-blandet-oving,concept,"Øving, gjenhenting og repetisjon",Spredt og blandet øving,"Spredt øving: at øvinga på det samme legges med mellomrom framfor samlet i én økt.
Blandet øving: at oppgavetypene stokkes, slik at eleven må velge metode og ikke bare utføre den.",gjenhenting,,
onskelig-vanske,concept,"Øving, gjenhenting og repetisjon",Ønskelig vanske,"Ønskelig vanske: en vanskelighet som gjør øvinga tyngre der og da og læringa bedre på sikt. Den er grunnen til at følelsen av at det går lett, er et dårlig mål på om noe læres.",spredt-og-blandet-oving,,
malrettet-oving,concept,"Øving, gjenhenting og repetisjon",Målrettet øving,"Målrettet øving: å skille ut den delen av en ferdighet som ikke sitter, øve på akkurat den med fasit tilgjengelig, og så sette den tilbake i helheten.",automatisering,,
repetisjon-som-krever-tenking,concept,"Øving, gjenhenting og repetisjon",Repetisjon som krever tenking,"Repetisjon som krever tenking: en repetisjonsoppgave som ber om noe mer enn gjentakelse - finn feilen, lag en oppgave som gir svaret 12, avgjør hvilken av disse som er umulig. Mengdetrening uten tenking trener eleven i å gjøre det uten å tenke.",gjenhenting,,
fortest,concept,"Øving, gjenhenting og repetisjon",Fortest,Fortest: at eleven forsøker seg på noe før det er undervist. Selv et bomskudd gjør at den etterfølgende gjennomgangen fester bedre.,gjenhenting,,
forsinket-tilbakemelding,concept,"Øving, gjenhenting og repetisjon",Forsinket og redusert tilbakemelding,"Forsinket tilbakemelding: at fasiten kommer en stund etter forsøket framfor med en gang.
Redusert tilbakemelding: at eleven får vite at noe er galt, men ikke hva. Begge tvinger fram et nytt forsøk - men ikke mens en ny ferdighet er under innlæring, der fasiten skal ligge framme.",malrettet-oving;onskelig-vanske,,
bryte-ned-ferdighet,skill,"Øving, gjenhenting og repetisjon",Bryte en ferdighet ned i delene som svikter,"finne ut hvilken del av en sammensatt ferdighet eleven faktisk stopper på, og lage kort øving på bare den delen.",malrettet-oving;dekomponere,,
lage-gjenhentingsquiz,skill,"Øving, gjenhenting og repetisjon",Lage en lavterskel gjenhentingsquiz med KI,"lage en kort quiz på stoff fra noen uker tilbake, med lav innsats og ingen karakter for eleven, og si på forhånd hva du vil lese ut av svarene.",gjenhenting;skrive-ledetekst;kontrollere-ki-svar,,
blande-oppgavesett,skill,"Øving, gjenhenting og repetisjon",Lage et blandet oppgavesett på tvers av flere delmål,"sette sammen et sett der oppgavetypene er stokket, slik at eleven må avgjøre hva slags oppgave det er før den løses.",spredt-og-blandet-oving;skrive-ledetekst,,
planlegge-spredt-repetisjon,skill,"Øving, gjenhenting og repetisjon",Legge en plan for spredt repetisjon gjennom semesteret,"legge inn repetisjon av tidligere delmål i terminplanen slik at det som er lært, dukker opp igjen med mellomrom, og gjøre rede for hva du tar bort for å få plass til det.",spredt-og-blandet-oving;onskelig-vanske;lese-treet-med-eleven,,
forklare-onskelig-vanske,skill,"Øving, gjenhenting og repetisjon","Forklare elevene hvorfor det som føles vanskelig, virker","forklare en klasse hvorfor øvinga er lagt opp slik at den føles verre, og hva som skjer med innsatsen deres hvis du ikke sier det.",onskelig-vanske;prestasjon-for-motivasjon,,
formativ-vurdering,concept,Formativ vurdering,Formativ vurdering,"Formativ vurdering: å finne ut hva elevene tenker nå, mens undervisninga fortsatt kan endres av svaret. Den er bare verdt tida hvis du faktisk gjør noe annerledes etterpå.",,,
diagnostisk-sporsmal,concept,Formativ vurdering,Diagnostisk flervalgsspørsmål,"Diagnostisk flervalgsspørsmål: et spørsmål der hvert gale alternativ svarer til én bestemt misoppfatning, slik at svaret sier hva eleven tenker - ikke bare at det ble feil.
Distraktor: et galt svaralternativ, valgt fordi en elev med en bestemt feiloppfatning vil lande på nettopp det.",formativ-vurdering;misoppfatning,,
arlig-svarkultur,concept,Formativ vurdering,Klasseromskultur for ærlige svar,"Klasseromskultur for ærlige svar: at eleven opplever det som ufarlig å svare feil. Uten den måler et diagnostisk spørsmål hva eleven tror det er lurt å svare, ikke hva eleven tenker.",matteangst,,
forutse-feil,skill,Formativ vurdering,Forutse feilene elevene kommer til å gjøre,"liste opp, før økta, de mest sannsynlige feilene og misoppfatningene for det du skal undervise i, og ha et svar klart på hver av dem.",misoppfatning;formativ-vurdering,,
lage-diagnostiske-med-ki,skill,Formativ vurdering,Lage diagnostiske spørsmål med KI,"få KI-en til å lage flervalgsspørsmål der distraktorene er kjente misoppfatninger, og kontrollere at hver distraktor faktisk svarer til en feil en elev gjør.",diagnostisk-sporsmal;forutse-feil;skrive-ledetekst;kontrollere-ki-svar,,
bruke-svarene,skill,Formativ vurdering,Endre økta ut fra hva svarene viste,"bestemme på forhånd hva du gjør hvis mange lander på et bestemt galt alternativ, og gjennomføre det i en konkret time.",diagnostisk-sporsmal,,
bygge-svarkultur,skill,Formativ vurdering,Gjøre det trygt å svare feil i egen klasse,"håndtere et galt svar slik at eleven fortsatt svarer neste gang, og si til klassen hva gale svar brukes til.",arlig-svarkultur,,
avgjore-bestatt,skill,Formativ vurdering,Avgjøre når et delmål faktisk er bestått,"sette en sjekk foran avkryssinga i ferdighetstreet, slik at mestret betyr at noe er vist og ikke bare prøvd.",diagnostisk-sporsmal;avhengighet;bruke-treet-i-klassen,,
instrumentell-relasjonell,concept,Problemløsing og relasjonell forståelse,Instrumentell og relasjonell forståelse,"Instrumentell forståelse: å kunne regelen og få riktig svar uten å vite hvorfor den virker.
Relasjonell forståelse: å vite hvorfor, og hvordan det henger sammen med resten av faget. Det første er raskere å få til og ryker fortere når oppgaven ser litt annerledes ut.",gruppering,,
argumentere-rekkefolge,skill,Problemløsing og relasjonell forståelse,Argumentere for rekkefølgen på framgangsmåte og begrunnelse,"ta stilling til, for et konkret emne i eget fag, om begrunnelsen skal komme før eller etter framgangsmåten, og begrunne valget med hva elevene har automatisert fra før.",instrumentell-relasjonell;framgangsmate-for-begrunnelse,,
problemlosing,concept,Problemløsing og relasjonell forståelse,Problemløsing,"Problemløsing: å løse en oppgave der framgangsmåten ikke er kjent på forhånd. Det er ikke en generell ferdighet som kan trenes løsrevet fra faget - hvor godt en elev løser problemer, avhenger av hvor mye av faget eleven allerede har lagret.",instrumentell-relasjonell;novise-ekspert,,
batching-og-isolasjon,concept,Problemløsing og relasjonell forståelse,Batching og isolasjon,"Batching: at elevene møter en bunke problemer med samme dybdestruktur etter hverandre, til strukturen er tydelig.
Isolasjon: at de samme problemene dukker opp igjen senere, alene og blandet med andre, når eleven ikke lenger får vite hvilken type det er.",problemlosing;overflate-og-dybde,,
legge-opp-problemlosing,skill,Problemløsing og relasjonell forståelse,Legge opp et problemløsingsløp for en klasse,"planlegge rekkefølgen - eksplisitt gjennomgang, en bunke strukturelt like problemer, og de samme problemene igjen senere i blandet selskap - for et emne du underviser i.",batching-og-isolasjon;spredt-og-blandet-oving,,
modellering,concept,Problemløsing og relasjonell forståelse,Matematisk modellering,"Matematisk modellering: å oversette en situasjon til matematikk, regne på den, og så vurdere om svaret gir mening tilbake i situasjonen. Det siste steget er det eleven oftest hopper over.",problemlosing,,
ki-motpart-i-problemlosing,skill,Problemløsing og relasjonell forståelse,Bruke KI som motpart i problemløsing uten at den løser oppgaven,"sette opp en KI-samtale der modellen stiller spørsmål og ber om neste steg uten å gi svaret, og ha et svar klart på hva du gjør når eleven likevel får den til å gi det.",problemlosing;ki-som-sparringspartner;ki-bruk-etter-niva,,
ki-modelleringsoppgave,skill,Problemløsing og relasjonell forståelse,Lage og kritisere en modelleringsoppgave med KI,"få KI-en til å lage en modelleringsoppgave med tall som går opp, og deretter få den til å angripe sin egen oppgave - hva er urealistisk, hva mangler, hva ville en elev misforstå.",modellering;skrive-ledetekst;kontrollere-ki-svar,,
knytte-emnet-sammen,skill,Problemløsing og relasjonell forståelse,Knytte et emne sammen for elevene,"vise elevene hvordan to framgangsmåter de har lært hver for seg, henger sammen, og lage en oppgave som bare går opp hvis de ser sammenhengen.",instrumentell-relasjonell;overflate-og-dybde;plassere-elevsvar,,
dele-erfaring,skill,Veien videre,Dele en erfaring fra eget klasserom så andre kan bruke den,"fortelle hva du gjorde, hva elevene faktisk gjorde, og hva du ville endret - konkret nok til at en kollega kan prøve det samme uten å ha vært der.",bruke-treet-i-klassen;legge-opp-for-mestring,,
plan-etter-kurset,skill,Veien videre,Legge en plan for egen undervisning etter kurset,"velge ut de grepene fra kurset du faktisk skal ta i bruk i én klasse dette semesteret, si hvilke du lar ligge, og begrunne begge deler ut fra elevene du har.",knytte-emnet-sammen;planlegge-spredt-repetisjon;lage-eget-tre;bruke-svarene;lage-supercharged;dele-erfaring,,
