id,type,topic,name,description,depends_on,aids,instruction
,config,,aids.2.model,"Hjelpemidler: Dette gjelder del 2 av eksamen, som fra våren 2027 skal besvares for hånd. Forvent at eleven bruker en enkel vitenskapelig kalkulator (kan regne med kvadratrøtter, logaritmer, sinus/cosinus/tangens og standardavvik), eventuelt egne notater/trykte hjelpemidler. Merk: grafiske kalkulatorer og kalkulatorer som kan løse likninger, er programmerbare eller kan kommunisere med andre enheter, er IKKE tillatt - og heller ikke CAS-programvare, regneark eller annen PC-programvare. Der noden i utgangspunktet forutsetter et digitalt verktøy som regresjon, en fordelingsfunksjon eller numerisk likningsløsning: dette går utover det en enkel vitenskapelig kalkulator er spesifisert til å klare, så la eleven regne det ut fra formel for hånd i stedet. Unntak: noder som spesifikt handler om å skrive og kjøre et program (rekursive følger, simulering) trenes fortsatt med et faktisk programmeringsspråk, siden dette er en egen kompetanse i S2 - men merk at det per nå er uklart hvordan denne kompetansen faktisk skal eksamineres på del 2 uten datamaskin tilgjengelig. Treningen skal gjenspeile hvordan ferdigheten faktisk skal utføres på eksamen, med hjelpemiddelordningen fra våren 2027 (ingen datamaskin/nettbrett på del 2 i det hele tatt - kun en enkel vitenskapelig kalkulator, egne notater på papir og trykte hjelpemidler). Eksamen tillater uansett ikke kunstig intelligens til å generere innhold i besvarelsen - denne treningsøkten er forberedelse, ikke eksamensgjennomføring.",,,
folge-og-rekke-begrep,concept,Rekker,Følge og rekke,"Tallfølge: en ordnet liste av ledd a₁, a₂, a₃, …
Rekke: summen av leddene i en følge.
Delsum Sₙ: summen av de n første leddene.",,0,
aritmetisk-rekke-begrep,concept,Rekker,Aritmetisk rekke,"Aritmetisk rekke: har konstant differanse d mellom påfølgende ledd, kjenner leddformelen a_n = a_1 + (n−1)d, og summeformelen S_n = n/2·(a_1 + a_n) = n/2·(2a_1 + (n−1)d).",folge-og-rekke-begrep,0,
geometrisk-rekke-begrep,concept,Rekker,Geometrisk rekke,"Geometrisk rekke: har konstant kvotient k mellom påfølgende ledd, kjenner leddformelen a_n = a_1·k^(n−1), og summeformelen for en endelig geometrisk rekke S_n = a_1·(1 − k^n)/(1 − k) for k ≠ 1.",folge-og-rekke-begrep,0,
uendelig-geometrisk-rekke-begrep,concept,Rekker,Uendelig geometrisk rekke og konvergens,"Konvergens: en uendelig geometrisk rekke har en endelig sum hvis og bare hvis |k| < 1.
Summen: S = a₁/(1 - k) når rekka konvergerer.",geometrisk-rekke-begrep,0,
sette-opp-og-summere-aritmetisk-rekke,skill,Rekker,Sette opp og summere en aritmetisk rekke fra en praktisk situasjon,"ut fra en tekstbeskrivelse av en praktisk situasjon med konstant tilvekst eller reduksjon (f.eks. avtagende sidelengder i et tårn av plater), sette opp en aritmetisk rekke, bestemme summen, og eventuelt bestemme hvor mange ledd rekken maksimalt kan ha.",aritmetisk-rekke-begrep,1,"Gi eleven en tekstbeskrivelse av en praktisk situasjon med jevn tilvekst eller reduksjon (f.eks. sidelengder i et byggverk som minker med et fast beløp for hvert nytt ledd), og be dem sette opp den aritmetiske rekken, bestemme summen, og finne det maksimale antallet ledd rekken kan ha før leddene blir urimelige (f.eks. negative)."
bestemme-sum-aritmetisk-rekke,skill,Rekker,Bestemme summen av en gitt aritmetisk rekke,"gitt en aritmetisk rekke skrevet med de første leddene og siste ledd (f.eks. −3 + 0 + 3 + … + 69), bestemme antall ledd og regne ut summen, for hånd.",aritmetisk-rekke-begrep,1,"Gi eleven en aritmetisk rekke skrevet med de første leddene og siste ledd, og be dem bestemme differansen, antall ledd, og summen av rekken, for hånd."
bestemme-konvergensomrade-uendelig-rekke,skill,Rekker,Bestemme konvergensområdet til en uendelig geometrisk rekke,"når kvotienten i en uendelig geometrisk rekke er uttrykt ved en variabel x, bestemme hvilke verdier av x som gjør rekken konvergent, ved å løse ulikheten |k(x)| < 1.",uendelig-geometrisk-rekke-begrep,1,"Gi eleven en uendelig geometrisk rekke der kvotienten er et uttrykk med x (f.eks. 5 + 5·(½−x) + 5·(½−x)² + …), og be dem bestemme konvergensområdet ved å løse ulikheten |k(x)| < 1 for hånd."
summere-uendelig-geometrisk-rekke-praktisk,skill,Rekker,Summere en uendelig geometrisk rekke fra en praktisk situasjon,"ut fra en tekstbeskrivelse av en praktisk situasjon med gjentatt prosentvis reduksjon (f.eks. en ball som spretter stadig lavere, eller arealer som krymper med en fast prosent), sette opp og summere en uendelig geometrisk rekke.",uendelig-geometrisk-rekke-begrep,1,"Gi eleven en praktisk situasjon der noe gjentas i det uendelige med en fast prosentvis reduksjon for hver gang (f.eks. en ball som spretter opp til en gitt andel av forrige høyde, eller arealer som minker med en fast prosent for hvert nytt ledd), og be dem sette opp og summere den uendelige geometriske rekken som gir totalen."
sparing-periodiske-innskudd-rentesrente,skill,Rekker,Bruke en geometrisk rekke til å beregne sluttverdien av periodisk sparing,"når et fast beløp settes inn på en konto en gang i året over flere år med en gitt rentesats, sette opp en geometrisk rekke for verdien av hvert innskudd ved slutten av spareperioden, og summere rekken for å finne totalbeløpet på kontoen.",geometrisk-rekke-begrep,2,"Gi eleven informasjon om et fast årlig innskudd, en rentesats og et antall år, og be dem sette opp en geometrisk rekke som viser verdien av hvert innskudd ved slutten av perioden (medregnet renters rente), og bruke rekken til å regne ut totalbeløpet på kontoen."
annuitetslan-oppsett,skill,Rekker,Sette opp en geometrisk rekke for et annuitetslån,"ut fra lånebeløp, rentesats og nedbetalingstid, sette opp en geometrisk rekke som viser hva lånet tilsvarer i fremtidig verdi ved slutten av nedbetalingstiden, og bruke denne til å bestemme det årlige terminbeløpet i et annuitetslån.",geometrisk-rekke-begrep,2,"Gi eleven et lånebeløp, en rentesats og en nedbetalingstid for et annuitetslån med årlige terminbeløp, og be dem sette opp en geometrisk rekke som representerer nedbetalingen, og bruke den til å bestemme terminbeløpet."
annuitetslan-bestemme-rente,skill,Rekker,Bestemme rentesatsen i et annuitetslån når terminbeløpet er kjent,"når lånebeløp, nedbetalingstid og årlig terminbeløp er kjent, bestemme rentesatsen i et annuitetslån ved å løse annuitetslikningen numerisk eller grafisk med digitalt verktøy.",annuitetslan-oppsett,2,"Gi eleven et lånebeløp, en nedbetalingstid og et kjent årlig terminbeløp for et annuitetslån, og be dem bestemme rentesatsen ved å løse annuitetslikningen med digitalt verktøy (numerisk eller grafisk)."
sammenligne-totale-renter-lan,skill,Rekker,Sammenligne totale renter mellom to lånetilbud,"gitt to ulike lånetilbud (med ulikt lånebeløp, rentesats og/eller nedbetalingstid), regne ut totalt innbetalt beløp for hvert tilbud og sammenligne hvor mye som totalt betales i renter.",annuitetslan-bestemme-rente,2,"Gi eleven to ulike lånetilbud med oppgitt lånebeløp, rentesats/terminbeløp og nedbetalingstid, og be dem regne ut totalt innbetalt beløp og totale renter for hvert tilbud, og avgjøre hvilket tilbud som gir mest renter totalt."
rekursiv-sammenheng-begrep,concept,Rekursjon og programmering,Rekursiv sammenheng,"Rekursiv sammenheng: en følge kan defineres rekursivt ved at hvert ledd uttrykkes ved forrige ledd (eller flere tidligere ledd), i motsetning til en eksplisitt formel som gir a_n direkte ut fra n.",folge-og-rekke-begrep,0,
beskrive-rekursiv-sammenheng-fra-data,skill,Rekursjon og programmering,Beskrive en rekursiv sammenheng ut fra en tallfølge,"gitt de første leddene i en tallfølge fra en praktisk situasjon, finne mønsteret mellom påfølgende ledd og formulere den rekursive sammenhengen a_n = a_(n−1) + (uttrykk avhengig av n).",rekursiv-sammenheng-begrep,2,"Gi eleven de første fem–seks leddene i en tallfølge fra en praktisk situasjon (f.eks. daglige sparebeløp som øker med et voksende beløp), og be dem finne mønsteret og formulere den rekursive sammenhengen mellom leddene."
programmere-rekursiv-folge,skill,Rekursjon og programmering,Skrive et program som beregner og skriver ut ledd i en rekursivt definert følge,"skrive et program med en løkke som, gitt en rekursiv sammenheng og en startverdi, beregner og skriver ut et gitt antall ledd i følgen.",rekursiv-sammenheng-begrep,2,"Gi eleven en rekursiv sammenheng (f.eks. a_n = (a_(n−1) − 1)²) og en startverdi, og be dem skrive et program med en løkke som regner ut og skriver ut et gitt antall av de første leddene. Be dem legge ved skjermbilde av både kode og resultat."
bruke-program-til-a-finne-tidspunkt,skill,Rekursjon og programmering,Utvide et program til å finne når en rekursiv følge når en gitt grense,"utvide et program for en rekursivt definert følge med en telleteller og en betingelse (f.eks. en while-løkke), slik at programmet finner og skriver ut hvilket ledd (eller hvilket tidspunkt) som først når eller overstiger en gitt grenseverdi.",programmere-rekursiv-folge;beskrive-rekursiv-sammenheng-fra-data,2,"Gi eleven en rekursiv sammenheng fra en praktisk situasjon (f.eks. sparing) og et mål (f.eks. et beløp), og be dem skrive et program som teller antall ledd/dager til grensen er nådd, og skrive ut svaret. Be dem legge ved skjermbilde av kode og resultat."
konvergens-rekursiv-folge,skill,Rekursjon og programmering,Undersøke om en rekursivt definert følge konvergerer,"ved å regne ut eller programmere flere ledd for ulike startverdier, undersøke og avgjøre om det finnes startverdier som gjør en rekursivt definert følge konvergent, og eventuelt finne slike verdier.",programmere-rekursiv-folge,2,"Gi eleven en rekursiv sammenheng (f.eks. a_n = (a_(n−1) − 1)²) og be dem undersøke, ved regning eller programmering av flere startverdier, om det finnes et heltall a_1 som gjør følgen konvergent, med begrunnelse."
antiderivert-begrep,concept,Integrasjonsteknikker,Antiderivert (ubestemt integral),"Antiderivert (ubestemt integral): F er en antiderivert til f dersom F'(x) = f(x), at alle antideriverte til f skiller seg med en konstant C, og det ubestemte integralet ∫f(x)dx skrives som F(x) + C.",,0,
grunnleggende-integrasjonsregler-begrep,concept,Integrasjonsteknikker,Grunnleggende integrasjonsregler,"Potensregelen: ∫xⁿ dx = xⁿ⁺¹/(n+1) + C, for n ≠ -1.
Eksponentialfunksjonen: ∫eˣ dx = eˣ + C.
Tilfellet n = -1: ∫1/x dx = ln|x| + C.
Sum: integralet av en sum er summen av integralene, og en konstant faktor kan settes utenfor.",antiderivert-begrep,0,
integrere-potens-og-eksponentialuttrykk,skill,Integrasjonsteknikker,Integrere summer av potens- og eksponentialledd,"finne det ubestemte eller bestemte integralet av en funksjon satt sammen av potensledd og eksponentialledd (f.eks. e^(2x) + x), ledd for ledd, for hånd.",grunnleggende-integrasjonsregler-begrep,1,"Gi eleven et integral av en sum av potens- og/eller eksponentialledd (ubestemt eller med grenser), og be dem regne det ut for hånd, ledd for ledd."
integrasjon-substitusjon-begrep,concept,Integrasjonsteknikker,Substitusjonsmønster i integrasjon,"Substitusjonsmønster i integrasjon: et integral på formen ∫f'(x)·g(f(x))dx kan løses ved å gjenkjenne at en faktor er den deriverte av et uttrykk som opptrer andre steder i integranden (f.eks. ∫(ln x)²/x dx, der 1/x er den deriverte av ln x), og innføre en hjelpevariabel u for det indre uttrykket.",antiderivert-begrep,0,
integrere-ved-a-gjenkjenne-monster,skill,Integrasjonsteknikker,Integrere ved å gjenkjenne et substitusjonsmønster,"integrere et uttrykk der en faktor er den deriverte av et uttrykk i nevneren eller inni en sammensatt funksjon (f.eks. (ln x)²/x), ved å innføre en hjelpevariabel og integrere med hensyn på denne, for hånd.",integrasjon-substitusjon-begrep,1,"Gi eleven et integral der man kan gjenkjenne at en faktor er den deriverte av et uttrykk andre steder i integranden (f.eks. ∫(ln x)²/x dx), og be dem løse det for hånd ved å innføre en hjelpevariabel."
delvis-integrasjon-begrep,concept,Integrasjonsteknikker,Delvis integrasjon,Delvis integrasjon: ∫u·v' dx = u·v - ∫u'·v dx. Metoden er egnet når integranden er et produkt der den ene faktoren blir enklere av å deriveres - typisk et polynom ganget med en eksponential- eller logaritmefunksjon.,antiderivert-begrep,0,
integrere-med-delvis-integrasjon,skill,Integrasjonsteknikker,Integrere et produkt med delvis integrasjon,"integrere et produkt av to funksjoner (f.eks. x·e^x) ved å bruke delvis integrasjon, med et fornuftig valg av hvilken faktor som deriveres og hvilken som integreres.",delvis-integrasjon-begrep,1,"Gi eleven et integral av et produkt av et polynom og en eksponentialfunksjon (f.eks. ∫x·e^x dx), og be dem løse det for hånd med delvis integrasjon."
bestemme-funksjon-fra-derivert-og-punkt,skill,Integrasjonsteknikker,Bestemme en funksjon fra den deriverte og et kjent punkt,"gitt et uttrykk for f'(x) og at grafen til f går gjennom et kjent punkt, finne den ubestemte antideriverte og bruke punktet til å bestemme integrasjonskonstanten, og dermed finne f(x) entydig.",integrere-potens-og-eksponentialuttrykk,1,"Gi eleven et uttrykk for f'(x) og et punkt grafen til f går gjennom, og be dem bestemme f(x) entydig, for hånd."
bestemt-integral-begrep,concept,Det bestemte integralet og fundamentalteoremet,Det bestemte integralet,"Det bestemte integralet: det bestemte integralet ∫[a,b] f(x)dx representerer det fortegnsbestemte arealet mellom grafen til f og x-aksen på intervallet [a,b] (areal under x-aksen telles negativt), og det regnes ut som F(b) − F(a) for en antiderivert F av f.",antiderivert-begrep,0,
fundamentalteorem-begrep,concept,Det bestemte integralet og fundamentalteoremet,Analysens fundamentalteorem,"Analysens fundamentalteorem: er F en antiderivert til f, er ∫[a,b] f(x) dx = F(b) - F(a). Det er dette som gjør et bestemt integral mulig å regne ut uten å summere uendelig mange strimler.
Den andre siden av teoremet: setter man G(x) = ∫[a,x] f(t) dt, er G'(x) = f(x) - den deriverte av arealfunksjonen er selve funksjonen, og derivasjon og integrasjon er hverandres motstykker.",bestemt-integral-begrep,0,
beregne-bestemt-integral,skill,Det bestemte integralet og fundamentalteoremet,Beregne verdien av et bestemt integral,"beregne verdien av et bestemt integral ved å finne en antiderivert og sette inn grensene ved hjelp av fundamentalteoremet, for hånd.",fundamentalteorem-begrep;integrere-potens-og-eksponentialuttrykk,1,"Gi eleven et bestemt integral av en funksjon satt sammen av kjente ledd (potens, eksponential, evt. med substitusjons- eller delvis integrasjonsmønster), og be dem regne det ut for hånd."
areal-med-fortegn-begrep,concept,Det bestemte integralet og fundamentalteoremet,Areal og fortegn i det bestemte integralet,"Fortegnsbestemt areal: det bestemte integralet teller arealet positivt der grafen ligger over x-aksen og negativt der den ligger under.
Det faktiske arealet: krever at intervallet deles opp i skjæringspunktene med x-aksen, og at de numeriske verdiene av delintegralene summeres.",bestemt-integral-begrep,0,
velge-riktig-integraluttrykk-for-areal,skill,Det bestemte integralet og fundamentalteoremet,Velge riktig kombinasjon av integraler for et gitt areal,"gitt en graf med et markert areal som ligger både over og under x-aksen, avgjøre hvilken kombinasjon av bestemte integraler (med riktige grenser og fortegn) som faktisk gir det markerte arealet, og begrunne valget.",areal-med-fortegn-begrep,1,"Vis eleven en graf med et markert areal som ligger delvis over og delvis under x-aksen, sammen med flere alternative integraluttrykk, og be dem avgjøre hvilket uttrykk som gir det markerte arealet, med begrunnelse."
beregne-areal-mellom-graf-og-x-akse,skill,Det bestemte integralet og fundamentalteoremet,Beregne arealet mellom en graf og x-aksen,"beregne det faktiske arealet mellom grafen til en funksjon og x-aksen over et gitt intervall, også når grafen skifter fortegn i intervallet, ved å dele opp riktig og summere de numeriske arealverdiene.",velge-riktig-integraluttrykk-for-areal,1,"Gi eleven en funksjon og et intervall der grafen skifter fortegn, og be dem beregne det faktiske (markerte) arealet mellom grafen og x-aksen, for hånd."
resonnere-om-losninger-integrallikning,skill,Det bestemte integralet og fundamentalteoremet,Resonnere om antall løsninger av en likning med bestemt integral,"ut fra en skisse av grafen til f, forklare hvorfor en likning på formen ∫[a,b] f(x)dx = 0 kan ha mer enn én løsning for den ukjente grensen a (fordi arealene over og under x-aksen kan kansellere hverandre på flere måter), og bruke grafen til å anslå omtrent hvor de andre løsningene ligger.",areal-med-fortegn-begrep,1,"Gi eleven grafen til en funksjon og en likning ∫[a,b] f(x)dx = 0 der én løsning for a allerede er oppgitt, og be dem forklare hvorfor det kan finnes flere løsninger og anslå omtrent hvor den andre løsningen ligger, ut fra grafen."
beregne-areal-mellom-to-grafer,skill,Det bestemte integralet og fundamentalteoremet,Beregne arealet mellom to grafer,"finne arealet av området som er avgrenset av grafene til to funksjoner, ved å bestemme skjæringspunktene, sette opp differansen mellom funksjonene, og integrere differansen over riktig intervall.",beregne-bestemt-integral,1,"Gi eleven to funksjonsuttrykk, og be dem finne skjæringspunktene og beregne arealet av området avgrenset av de to grafene, for hånd."
lose-likning-med-bestemt-integral,skill,Det bestemte integralet og fundamentalteoremet,Løse en likning der en ukjent grense inngår i et bestemt integral,"løse en likning på formen ∫[0,x] f(t)dt = k for den ukjente øvre grensen x, med digitalt verktøy, og gi en praktisk tolkning av løsningen i konteksten funksjonen beskriver (f.eks. at akkumulert inntekt når et gitt beløp på et bestemt tidspunkt).",fundamentalteorem-begrep;beregne-bestemt-integral,2,"Gi eleven en modellfunksjon f(t) og en likning ∫[0,x] f(t)dt = k, og be dem løse likningen for x med digitalt verktøy, og gi en praktisk tolkning av svaret i konteksten modellen beskriver."
tangent-begrep,concept,Funksjonsdrøfting med derivasjon og integrasjon,Tangent,"Tangent: den rette linjen som tangerer grafen til en funksjon i ett punkt, og stigningstallet til tangenten er lik den momentane vekstfarten (den deriverte) til funksjonen i tangeringspunktet.",,0,
tolke-tangent-fra-graf,skill,Funksjonsdrøfting med derivasjon og integrasjon,Lese av og tolke stigningstallet til en tegnet tangent,"lese av stigningstallet til en tegnet tangentlinje på en graf (fra to punkter linjen går gjennom, eller fra en oppgitt likning), og bruke dette til å tolke den momentane vekstfarten (den deriverte) til funksjonen i tangeringspunktet.",tangent-begrep,1,"Vis eleven en graf med en eller flere tegnede tangentlinjer i oppgitte punkter, og be dem lese av eller regne ut stigningstallet til tangentene, og forklare hva stigningstallet forteller om funksjonens vekstfart i punktet."
sammenligne-kostnad-inntekt-grafer,skill,Funksjonsdrøfting med derivasjon og integrasjon,Sammenligne to varers kostnads- og inntektsgrafer for å finne størst overskudd,"ut fra grafene til kostnads- og inntektsfunksjonene for to ulike varer (uten oppgitte funksjonsuttrykk), avgjøre hvilken vare som kan gi størst overskudd og omtrent hvor mange enheter som må produseres og selges, og lese av og sammenligne priser mellom varene direkte fra grafene.",tolke-tangent-fra-graf,1,"Vis eleven grafene til kostnads- og inntektsfunksjonene for to varer i samme koordinatsystem, uten oppgitte funksjonsuttrykk, og be dem avgjøre hvilken vare som kan gi størst overskudd og anslå ved hvilket antall enheter, med begrunnelse ut fra grafene, samt lese av og sammenligne prisene på varene."
finne-laveste-enhetskostnad-fra-graf,skill,Funksjonsdrøfting med derivasjon og integrasjon,Bruke en graf til å finne laveste mulige enhetskostnad,"forklare at gjennomsnittlig enhetskostnad K(x)/x tilsvarer stigningstallet til en linje fra origo til punktet (x, K(x)) på kostnadsgrafen, at denne enhetskostnaden er lavest der linjen fra origo er tangent til kostnadsgrafen, og bruke dette til å bestemme den laveste enhetskostnaden fra en graf.",tolke-tangent-fra-graf;tangent-begrep,1,"Vis eleven grafen til en kostnadsfunksjon sammen med tangentlinjer i to oppgitte punkter, og be dem forklare hvordan grafen kan brukes til å finne laveste mulige enhetskostnad, og bestemme denne enhetskostnaden."
rekonstruere-funksjonsuttrykk-fra-graf,skill,Funksjonsdrøfting med derivasjon og integrasjon,Bestemme funksjonsuttrykk fra punkter og tangenter på en graf,"ut fra en graf som viser en andregradsfunksjon (f.eks. en kostnadsfunksjon) sammen med tangentlinjer i to oppgitte punkter, og en lineær funksjon (f.eks. en inntektsfunksjon) som går gjennom kjente punkter, sette opp de eksplisitte funksjonsuttrykkene.",sammenligne-kostnad-inntekt-grafer;finne-laveste-enhetskostnad-fra-graf;tangent-begrep,1,"Gi eleven en graf med en andregradsfunksjon og tangentlinjer i to oppgitte punkter på den, samt en lineær funksjon gjennom kjente punkter, og be dem bruke informasjonen til å bestemme de eksplisitte funksjonsuttrykkene."
eksponentiell-vekstmodell-begrep,concept,Eksponentiell og logistisk vekst,Eksponentiell vekstmodell,"Eksponentiell modell: f(t) = a·e^(kt+m), der vekstfarten til enhver tid er proporsjonal med størrelsen selv.
Konstanten k: positiv gir vekst, negativ gir nedgang, og tallverdien sier hvor raskt det går.",,0,
logistisk-vekstmodell-begrep,concept,Eksponentiell og logistisk vekst,Logistisk vekstmodell,"Logistisk modell: I(t) = B/(1 + a·e^(−kt)), med en S-formet graf som vokser tilnærmet eksponentielt i starten og flater ut siden.
Konstantene: B er den øvre grensen veksten nærmer seg, k sier hvor bratt oppgangen er, og a hvor på tidsaksen den ligger.",eksponentiell-vekstmodell-begrep,0,
derivere-og-tolke-eksponentiell-modell,skill,Eksponentiell og logistisk vekst,Derivere en eksponentiell modell og tolke svaret praktisk,"derivere en eksponentiell vekstmodell i et gitt tidspunkt, løse likninger av typen f'(t) = k for å finne når veksten har en gitt verdi, og gi en praktisk tolkning av både funksjonsverdien og den deriverte i konteksten modellen beskriver.",eksponentiell-vekstmodell-begrep,2,"Gi eleven en eksponentiell vekstmodell og et konkret tidspunkt, og be dem derivere modellen og finne den deriverte i dette tidspunktet, løse en likning der den deriverte er lik en gitt verdi, og gi praktiske tolkninger av begge svarene."
sammenligne-vekstfart-to-modeller,skill,Eksponentiell og logistisk vekst,Sammenligne vekstfarten til to eksponentielle modeller,"gitt to eksponentielle modeller for to ulike størrelser, bruke digitalt verktøy til å finne når veksten (den deriverte) i de to modellene er like stor, og bestemme verdien av veksten på dette tidspunktet.",derivere-og-tolke-eksponentiell-modell,2,"Gi eleven to eksponentielle vekstmodeller for to ulike størrelser, og be dem finne tidspunktet der veksten (den deriverte) i de to modellene er like stor, og bestemme hvor stor denne veksten er, med digitalt verktøy."
tilpasse-logistisk-modell-fra-tabell,skill,Eksponentiell og logistisk vekst,Tilpasse en logistisk modell til et datasett og vurdere gyldighetsområdet,"bruke digitalt verktøy (regresjon) til å bestemme konstantene B, a og k i en logistisk modell ut fra en tabell med sammenhørende måledata, og vurdere hvilket tidsintervall modellen med rimelighet er gyldig for.",logistisk-vekstmodell-begrep,2,"Gi eleven en tabell med sammenhørende måledata som viser en S-formet utvikling over tid (rask vekst i starten, som flater ut), og be dem bruke digitalt verktøy til å bestemme en logistisk modell B/(1+a·e^(−kt)) som passer dataene, og vurdere modellens gyldighetsområde."
finne-sterkest-vekst-logistisk-modell,skill,Eksponentiell og logistisk vekst,Finne når veksten er størst i en logistisk modell,"for en logistisk modell, bruke digitalt verktøy til å finne tidspunktet der veksten (den deriverte) er størst, og bestemme hvor stor veksten er på dette tidspunktet.",tilpasse-logistisk-modell-fra-tabell,2,"Gi eleven en logistisk modell (eventuelt en modell eleven selv har tilpasset fra en tabell), og be dem finne tidspunktet der veksten er størst og bestemme størrelsen på veksten der, med digitalt verktøy."
vurdere-trend-og-prognose-salg,skill,Eksponentiell og logistisk vekst,Vurdere om en trend i salgsdata vil nå et mål,"ut fra en tabell med salgstall for de første ukene som viser en trend som flater ut, bruke digitalt verktøy til å tilpasse en egnet modell, og bruke modellen til å vurdere om et langsiktig salgsmål med rimelighet vil bli nådd.",eksponentiell-vekstmodell-begrep;logistisk-vekstmodell-begrep,2,"Gi eleven en tabell med ukentlige salgstall som viser en trend som flater ut over tid, og et langsiktig måltall for totalt salg, og be dem tilpasse en egnet modell med digitalt verktøy og vurdere om målet med rimelighet vil bli nådd."
kostnad-inntekt-overskudd-begrep,concept,"Økonomisk modellering: kostnad, inntekt og grensestørrelser","Kostnad, inntekt og overskudd","Kostnadsfunksjon K(x): kostnaden ved å produsere x enheter.
Inntektsfunksjon I(x): inntekten ved å selge x enheter.
Overskudd O(x): differansen, O(x) = I(x) − K(x).",,0,
grensekostnad-grenseinntekt-begrep,concept,"Økonomisk modellering: kostnad, inntekt og grensestørrelser",Grensekostnad og grenseinntekt,"Grensekostnad K'(x): den deriverte av kostnadsfunksjonen, tilnærmet kostnaden ved å produsere én enhet til.
Grenseinntekt I'(x): den deriverte av inntektsfunksjonen, tilnærmet inntekten av å selge én enhet til. Overskuddet er størst der de to er like store, altså der O'(x) = 0.",kostnad-inntekt-overskudd-begrep,0,
tolke-grensekostnad-praktisk,skill,"Økonomisk modellering: kostnad, inntekt og grensestørrelser",Beregne og tolke grensekostnaden i et gitt produksjonsnivå,"derivere en kostnadsfunksjon og regne ut grensekostnaden K'(x) i et gitt produksjonsnivå, og gi en praktisk tolkning av tallverdien i konteksten produksjonen beskriver.",grensekostnad-grenseinntekt-begrep,2,"Gi eleven en kostnadsfunksjon K(x) og et gitt produksjonsnivå, og be dem regne ut grensekostnaden K'(x) i dette nivået, med digitalt verktøy, og gi en praktisk tolkning av svaret."
modellere-kostnadsfunksjon-fra-tabell,skill,"Økonomisk modellering: kostnad, inntekt og grensestørrelser",Vurdere om en kostnadsmodell passer med tabelldata,"ut fra en tabell med sammenhørende produksjonsmengde og kostnad, undersøke om en gitt eller antatt kostnadsmodell passer med dataene, og bruke modellen videre til å analysere overskudd.",kostnad-inntekt-overskudd-begrep,2,"Gi eleven en tabell med produksjonsmengder og tilhørende kostnader, og en foreslått kostnadsmodell, og be dem undersøke om modellen passer med tabellverdiene, med digitalt verktøy."
