id,type,topic,name,description,depends_on,aids,instruction
make-rule-explicit,skill,Classroom management,Make an expectation explicit,"say an expectation out loud, and write it up where it keeps being missed, rather than assuming a rule the whole room shares - which is the first thing to try when behaviour and expectation come apart.",rrr,,
one-group,concept,Classroom management,One group,"One group: a session with no sub-cliques in it, where everyone is in the room socially and not only physically.",rrr,,
build-one-group,skill,Classroom management,Make the room into one group,"use random grouping, introductions and a reason for each person to contribute, so that nobody sits outside the group's social life.",one-group,,
compose-group,skill,Classroom management,Compose a small group deliberately,"put a group of three or four together on purpose: small enough that everyone has a job, without a single student of a particular background isolated in it, and with quieter students placed together so they get airtime instead of being talked over.",one-group;equitable-strategy,,
classroom-norm,concept,Classroom management,Classroom norm,"Classroom norm: an expectation about how the room treats an idea - everyone here has something to learn, all ideas are treated respectfully. A rule governs conduct; a norm governs what happens to an answer.",rrr,,
establish-norm,skill,Classroom management,State a norm and enforce it the first time it is tested,"state the norms of the room early, and act the first time one is tested, because that is when the group finds out whether you meant it.",classroom-norm,,
plan-a-session,skill,Classroom management,Plan a group session end to end,"plan one session whole: a routine that opens it, a task worth doing together, questions chosen on purpose, a way of finding out whether it landed, and a close.",design-routines;run-tps;choose-whiteboard-task;check-understanding;extend-wait-time,,
closed-open-question,concept,Questions and discussion,Closed and open questions,"Closed question: one with few right answers, asked to steer toward a particular answer or to check that something taught has stuck.
Open question: one with a range of valid answers, asked to make students think, connect several things at once, or tell you what they actually believe.",,,
question-spectrum,skill,Questions and discussion,Place a question on the closed-open spectrum,"decide where a question really sits, from what a student has to do to answer it - and catch that why and explain can just as easily be asking for something memorised.",closed-open-question,,
choose-question-purpose,skill,Questions and discussion,Ask the kind of question you actually want answered,"decide before asking whether you want to steer, to check, or to find out what the group thinks, and ask accordingly - including noticing when you are asking a closed question because you are afraid of losing the room.",closed-open-question,,
wait-time,concept,Questions and discussion,Wait time I and II,"Wait time I: the pause between asking a question and doing anything else. Left alone it is about a second.
Wait time II: the pause after a student has answered, before you react.",,,
extend-wait-time,skill,Questions and discussion,Hold the pause for three to five seconds,"wait after asking, and wait again after an answer, instead of rephrasing or answering it yourself - and say what the pause buys: longer answers, more volunteers, fewer flat failures to respond, and students comparing with each other instead of routing everything through you.",wait-time,,
tps,concept,Questions and discussion,"Think, Pair, Share","Think, Pair, Share: a question put to the room in three steps - each person thinks alone, then compares with the person next to them, then the pairs report back to the group.",,,
run-tps,skill,Questions and discussion,"Run a Think, Pair, Share","run the three steps with a real question, and drop one of them on purpose when the session calls for a TP, a PS or a TS instead.",tps,,
explain-tps-parts,skill,Questions and discussion,Explain what each part of TPS contributes,"say what Think, Pair and Share each do: retrieval and individual responsibility, a rehearsal that lowers the cost of being wrong, and what the rest of the room learns from hearing another pair.",tps;retrieval-practice,,
ask-what-you-talked-about,skill,Questions and discussion,Collect answers by asking what a pair talked about,"ask what a pair talked about rather than putting the original question again, so that a pair who went somewhere else can say so without being caught out, and so the room hears what else was in play.",run-tps,,
steering-group,concept,Questions and discussion,Steering group,"Steering group: a few students spanning low, average and high prior attainment, picked in advance and not told, whose answers tell you whether an explanation landed.",,,
check-understanding,skill,Questions and discussion,Find out whether it landed without asking for questions,"put a couple of questions to your steering group and read the result: if your strongest student cannot answer, reteach the whole group; if your average student cannot and your strongest can, reteach before moving on.",steering-group,,
manage-hands,skill,Questions and discussion,Manage who gets heard,"run hands up and wait, ask for two or three hands before taking any answer, and ask openly for hands from those who have not had a turn, so that the same three students do not answer everything.",equitable-strategy,,
random-call,skill,Questions and discussion,"Call on people at random, and frame it so it is not a punishment","use sticks, cards or the class list to call on anyone, framed as everyone here having something worth hearing rather than as a penalty for not volunteering.",equitable-strategy,,
rotate-reporter,skill,Questions and discussion,Rotate who reports back for a group,"name a reporter for each small group and change who it is, by a rule harmless enough that nobody reads anything into it.",equitable-strategy;one-group,,
whip-around,skill,Questions and discussion,Run a whip-around,"take a response under thirty seconds from every single person in the room, and judge when the group is small enough, and the term early enough, for it to be worth the minutes.",equitable-strategy,,
monitor-participation,skill,Questions and discussion,Keep track of who has not spoken,"hold a running sense through a session of who has said something and who has not, and invite the ones you have not heard from.",equitable-strategy,,
respond-without-judging,skill,Questions and discussion,Take an answer without judging it on the spot,"acknowledge an answer neutrally and come back to it, rather than confirming or correcting immediately, so that half-formed and wrong ideas surface where you can do something about them.",classroom-norm,,
praise-with-caution,skill,Questions and discussion,Use praise carefully,"say what heaping praise on one answer does to everyone else's willingness to add anything, and acknowledge simply instead.",respond-without-judging,,
stop-repeating-answers,skill,Questions and discussion,Stop repeating student answers back to the room,"let an answer stand, or ask for it again louder, instead of relaying it yourself, because relaying trains the room to listen to you rather than to each other.",respond-without-judging,,
invite-questions,skill,Questions and discussion,Ask for the students' own questions,"invite questions actively, rather than reading silence as there being none.",classroom-norm,,
align-question-and-assessment,skill,Questions and discussion,Keep what you ask and what you assess consistent,"notice when you ask open questions in the session and then test only recall, and say what that quietly tells students actually counts.",closed-open-question,,
thinking-types,concept,Questions and discussion,"Cognitive-memory, convergent, divergent and evaluative thinking","Cognitive-memory thinking: recalling something already known.
Convergent thinking: narrowing several pieces toward the one correct answer.
Divergent thinking: generating several possible answers rather than one.
Evaluative thinking: judging something against a standard, and being able to say which standard.",closed-open-question,,
blooms-taxonomy,concept,Questions and discussion,Bloom's taxonomy,"Bloom's taxonomy: six levels of educational objective - knowledge, comprehension, application, analysis, synthesis and evaluation. Closed questions cluster at the knowledge end, open ones reach toward synthesis and evaluation.",thinking-types,,
audit-own-questions,skill,Questions and discussion,Count what you actually asked,"sort the questions you asked in one session by what they demanded, and hold the result against the finding that around 60 per cent of teachers' questions ask only for recall, 20 per cent for real thinking and 20 per cent are about procedure.",blooms-taxonomy,,
answer-making-sense-making,concept,Whiteboarding and sense-making,Answer-making and sense-making,"Answer-making: working on a question in order to produce an answer. Quick to mark, easy to reward, and nearly silent about whether anything is understood.
Sense-making: working on a question in order to understand it - connecting the parts into a whole, and recognising the problem as one instance of a more general relationship.",,,
shift-to-sense-making,skill,Whiteboarding and sense-making,Shift a room from answer-making toward sense-making,"explain why students arrive at university already expert at answer-making, and pick the task, question or device that makes understanding the thing that pays in your room.",answer-making-sense-making;residue-of-thought,,
whiteboarding,concept,Whiteboarding and sense-making,Whiteboarding,"Whiteboarding: three or four students at one large board, working out and defending a shared representation of a problem, so that the thinking sits between them instead of inside one head.",answer-making-sense-making,,
why-whiteboards,skill,Whiteboarding and sense-making,Explain what a whiteboard does that paper does not,"account for the three: room for several representations side by side, erasing cheap enough that a half-formed idea can be tried out, and content the group has to agree on because any of them may be asked to defend it.",whiteboarding,,
two-levels-discourse,concept,Whiteboarding and sense-making,Small-group and whole-group discourse,"Small-group discourse: students rehearsing an idea at their own board, at far less risk of embarrassment, where you can circulate and listen before anything is final.
Whole-group discourse: the boards compared in front of everyone, where an idea has to survive the room.",whiteboarding,,
board-meeting,concept,Whiteboarding and sense-making,Board meeting,"Board meeting: the whole group sitting in a circle comparing boards, where your job is to keep asking how do you know, what if, and why did you choose that - until the students start asking it themselves.",two-levels-discourse,,
run-board-meeting,skill,Whiteboarding and sense-making,Run a board meeting,"hold a whole-group comparison of boards, prompt with how do you know, what if and why did you choose, and hand the questioning over to the students.",board-meeting;extend-wait-time;question-spectrum,,
whiteboard-norms,concept,Whiteboarding and sense-making,Norms for a good whiteboard,"Multiple representations: the same idea shown more than one way - a graph, a diagram, an equation.
Scaled and labelled: axes, quantities and units written on, at a scale that can be read from across the room.
Coordinated: every representation on the board telling the same story.",whiteboarding,,
judge-whiteboard,skill,Whiteboarding and sense-making,Judge a board against the norms,look at a group's board and say which of the three norms it meets and what would have to change.,whiteboard-norms,,
whiteboard-task-types,concept,Whiteboarding and sense-making,"Paradigm lab, practice-with-the-model and questionless problems","Paradigm lab task: characterise the relationship between two measurable quantities.
Practice-with-the-model task: apply a model already built to a situation it has not been used on.
Questionless problem: a situation handed over with no question attached, where the group has to generate answerable questions of its own.",whiteboarding,,
choose-whiteboard-task,skill,Whiteboarding and sense-making,Choose a task worth putting on a board,"pick or rewrite a task so that the board earns its place, using one of the three shapes rather than a question with a single number for an answer.",whiteboard-task-types,,
zoom-out,skill,Whiteboarding and sense-making,Get a group out of the algebra and back to the problem,"notice when a group has zoomed in on symbolic detail and lost the model, and send them back to what the numbers stand for - a sketch before an equation.",whiteboarding;surface-deep-structure,,
solo-taxonomy,concept,Whiteboarding and sense-making,The SOLO taxonomy,"Prestructural: the answer misses the point of the task, uses irrelevant material, or rests on a guess.
Unistructural: one relevant piece of the problem, taken literally.
Multistructural: several relevant pieces, listed but unconnected.
Relational: the pieces integrated into a whole, with the connections between them understood.
Extended abstract: the structure generalised beyond the problem given, to a situation it was not built for.",,,
place-answer-on-solo,skill,Whiteboarding and sense-making,Place an answer on the SOLO taxonomy,"listen to what a group says about a problem, say which level the answer is sitting at, and say what it would take to move it up one.",solo-taxonomy;whiteboarding,,
feedback-dimensions,concept,Feedback and presentation,The two dimensions of feedback,"Positive and negative feedback: feedback aimed at what was done well, and feedback aimed at what was not. This is the dimension of tone.
Constructive and unconstructive feedback: feedback the recipient can act on, and feedback they cannot. This is the dimension of usefulness, and it is the one that decides whether the feedback was worth giving.",,,
give-usable-feedback,skill,Feedback and presentation,Give feedback the recipient can act on,"say specifically what to keep doing on purpose, or what to do differently, whether the feedback is positive or negative - and catch yourself when great job or that was a bit unclear has left the other person nothing to act on.",feedback-dimensions,,
presentation-domains,concept,Feedback and presentation,"Content, slides and style","Content: what is to be communicated. Limited, relevant to this audience, and organised.
Slides: clear, simple, little text, big enough to read from the back.
Style: spoken clearly and at a pace people can follow, with visible interest in the subject and eye contact with the room.",,,
clarity-and-eye-contact,skill,Feedback and presentation,Tell a presenter the two things that matter most,"explain why being clear and looking up are worth more preparation than humour and animation, from what experienced reviewers actually comment on when they watch a talk.",presentation-domains,,
prepare-short-talk,skill,Feedback and presentation,Prepare a short talk against the do's and don'ts,"plan a short presentation with a few clear points pitched at the audience's level, slides that are simple and readable, and a delivery that is slow, clear and finishes inside its time.",presentation-domains,,
presentation-feedback,skill,Feedback and presentation,"Give feedback on a presentation, sorted by domain","watch a presentation, sort what you noticed into content, slides and style, and give it back constructively rather than merely positively or negatively.",presentation-domains;give-usable-feedback,,
pedagogical-model,concept,How learning works,Pedagogical model,"Pedagogical model: a simplified account of how teaching or learning works. All models are wrong and some are useful: the job of one is not to say what is right, but to give you words for what you are doing and why.",,,
working-memory,concept,How learning works,Working memory,"Working memory: where thinking actually happens, right now. It holds about four things at a time, and it is easily overloaded.",,,
long-term-memory,concept,How learning works,Long-term memory,"Long-term memory: where knowledge is stored, with no known limit on how much fits. It holds facts, procedures, beliefs and dispositions.",,,
schema,concept,How learning works,Schema,"Schema: a chunk of related knowledge in long-term memory, bundled into one unit with a job to do - a schema for adding fractions, a schema for reading a graph.",long-term-memory,,
encoding,concept,How learning works,Encoding,Encoding: storing something from working memory into long-term memory. This is what has happened when something has been learned.,working-memory;long-term-memory,,
retrieval-practice,concept,How learning works,Retrieval practice,"Retrieval practice: pulling something back out of long-term memory into working memory. Retrieving a thing changes how easily it comes back next time, so a quiz is a way of teaching and not only a way of measuring.",encoding,,
declarative-procedural,concept,How learning works,Declarative and procedural learning,"Declarative learning: learning through working memory. Fast, and fragile.
Procedural learning: learning through repetition and constant feedback. Slow, and solid. Practice does not make perfect; it makes permanent.",working-memory,,
extraneous-load,concept,How learning works,Extraneous load,"Extraneous load: the demand a session makes on working memory that has nothing to do with what is being learned - an unclear instruction, a routine nobody knows yet, five minutes spent working out what the task even is.",working-memory,,
automaticity,concept,How learning works,Automaticity,"Automaticity: knowledge that comes back at no cost to working memory at all, built by long repetition. What is automatic is hard to dislodge, which is also why an automated bad habit is so expensive.",declarative-procedural,,
surface-deep-structure,concept,How learning works,Surface and deep structure,"Surface structure: what a problem is dressed up as - the ages, the shopping trip, the train leaving a station.
Deep structure: the relationship the problem is actually an instance of, which an expert sees at once and a novice does not see at all.",schema,,
curse-of-knowledge,concept,How learning works,The curse of knowledge,"The curse of knowledge: once you know something well you can no longer reconstruct what it was like not to know it, so you systematically underestimate where a student gets stuck.",automaticity;surface-deep-structure,,
residue-of-thought,concept,How learning works,Memory is the residue of thought,"Memory is the residue of thought: students remember whatever occupied their working memory, which is not necessarily what the session was about, and not necessarily what you meant them to think about.",encoding,,
method-that-lasts,concept,How learning works,A method that lasts,A method that lasts: one that still works when the problem changes shape. A shortcut that gets today's answer and collapses next topic leaves behind a schema that has to be unlearned before anything else can be built.,schema;automaticity,,
explain-expert-novice,skill,How learning works,Explain why knowing a subject is not the same as teaching it,"explain, in terms of automaticity and deep structure, what an expert does that a novice cannot, and name something in your own subject whose difficulty you can no longer see.",curse-of-knowledge,,
predict-attention,skill,How learning works,Predict what students will attend to,"look at an activity you are planning and say what students will be thinking about while they do it, rather than what it is about, and change the activity when the two come apart.",residue-of-thought,,
cut-extraneous-load,skill,How learning works,Cut the load that is not about the thinking,"find what in a session is spending working memory without teaching anything, and take it out.",extraneous-load,,
build-in-retrieval,skill,How learning works,Build retrieval into a session,"plan a point in a session where students have to pull something out of memory rather than recognise it on a slide, and say why that counts as teaching.",retrieval-practice,,
judge-method,skill,How learning works,Judge how long a method will last,"ask of a method you are about to teach how long it will serve, how you would move students on from it, and whether it will have to be undone later - and teach the harder general method when the answer says so.",method-that-lasts,,
justify-with-a-model,skill,How learning works,Justify a teaching choice with a model,"account for a change you made to your own teaching using one of the models in this course, and say what that model does not capture.",pedagogical-model;explain-expert-novice;predict-attention,,
sdt,concept,"Motivation, anxiety and equity","Competence, autonomy and relatedness","Competence: believing you are able to do the thing.
Autonomy: having a real choice in how you do it.
Relatedness: belonging in the room you are doing it in.",,,
diagnose-with-sdt,skill,"Motivation, anxiety and equity",Diagnose a flat session with the three needs,"when something is not working, ask which of competence, autonomy and relatedness is missing, and name what in the session would supply it.",sdt,,
build-autonomy,skill,"Motivation, anxiety and equity",Give the group a real choice,"build a genuine choice into a session - which method to try, which question to take first, how the groups are put together - rather than the appearance of one.",sdt,,
subject-anxiety,concept,"Motivation, anxiety and equity",Subject anxiety,"Subject anxiety: anxiety about a subject, only weakly related to how able a student is. It occupies working memory that would otherwise go on the problem, so it costs most on demanding tasks and almost nothing on automated ones - and it can cost the students with the largest working memories the most, because they are the ones attempting the most ambitious strategies.",working-memory,,
counter-anxiety,skill,"Motivation, anxiety and equity",Act on a student's anxiety instead of validating it,"use the four countermeasures: secure the fundamentals, watch what your own anxiety about a topic does to the room, think twice about timed work in both directions, and answer a struggling student with confidence and a concrete strategy rather than with not everyone is good at this.",subject-anxiety;automaticity,,
equitable-strategy,concept,"Motivation, anxiety and equity",Equitable teaching strategy,"Equitable teaching strategy: a way of structuring who gets to think, talk and be taken seriously, so that access does not default to whoever is already most confident. It does not mean lowering the bar.",,,
explain-structure-matters,skill,"Motivation, anxiety and equity",Explain why structure matters,"argue, from the finding that feeling excluded measurably affects performance even in students who have succeeded at the subject before, why the way a room is structured is part of whether the content reaches everyone in it.",equitable-strategy,,
