id,type,topic,name,description,depends_on,aids,instruction
personopplysning,concept,Samfunnsfaglig metode og kildekritikk,Personopplysning,"Eleven vet hva en personopplysning er, og skiller mellom vanlige og særlig sensitive opplysninger, som helse, religion og seksuell orientering.",digitalt-spor,0,
vurdere-kildepalitelighet,skill,Samfunnsfaglig metode og kildekritikk,Vurdere en kildes pålitelighet,"Eleven kan analysere en gitt kilde og vurdere hvor pålitelig den er, ved å bruke kildekritiske kriterier.",kildekritikk;kilde,0,
analysere-argumentasjon,skill,Samfunnsfaglig metode og kildekritikk,Analysere argumentasjon i en debatt,"Eleven kan identifisere en påstand og begrunnelsene bak den i et debattinnlegg, og forklare hvordan avsenderens interesser eller ideologiske ståsted kan ha påvirket argumentasjonen og valget av kilder.",ideologisk-stasted;mening-verdi;kildekritikk,0,
analysere-digitalt-spor-bruk,skill,Samfunnsfaglig metode og kildekritikk,Forklare hvordan digitale spor kan brukes,"Eleven kan forklare hvordan bedrifter og andre aktører kan bruke data om digitale spor og personopplysninger, og gi eksempler på både nyttig og problematisk bruk.",personopplysning,0,
utforske-dagsaktuelt-tema,skill,Samfunnsfaglig metode og kildekritikk,Utforske og presentere et dagsaktuelt tema,"Eleven kan utforske en dagsaktuell sak eller debatt ved å bruke samfunnsfaglige metoder, kilder og digitale ressurser, presentere funnene, og argumentere for egne og andres meninger og verdier.",vurdere-kildepalitelighet;analysere-argumentasjon,0,
drofte-digitale-spor,skill,Samfunnsfaglig metode og kildekritikk,Drøfte bruk og misbruk av digitale spor,"Eleven kan drøfte hvordan data og personopplysninger om en selv kan brukes eller misbrukes, og reflektere over hvem som har tilgang til egne digitale spor.",analysere-digitalt-spor-bruk,0,
demokrati,concept,Demokrati og medborgerskap,Demokrati,"Eleven vet hva demokrati er, og kjenner sentrale demokratiske prinsipper som folkestyre, rettsstat og flertallsstyre med mindretallsvern.",,0,
medborgerskap,concept,Demokrati og medborgerskap,Medborgerskap,"Eleven vet hva det vil si å være medborger i et samfunn, og hvilke rettigheter og plikter det innebærer.",demokrati,0,
statsborgerskap,concept,Demokrati og medborgerskap,Statsborgerskap,Eleven vet forskjellen på medborgerskap og formelt statsborgerskap.,medborgerskap,0,
ytringsfrihet,concept,Demokrati og medborgerskap,Ytringsfrihet,"Eleven vet hva ytringsfrihet er, og hvorfor den regnes som en grunnleggende demokratisk rettighet.",demokrati,0,
pressefrihet,concept,Demokrati og medborgerskap,Pressefrihet,"Eleven vet hva pressefrihet er, og hvorfor en fri presse regnes som viktig for et demokrati.",ytringsfrihet,0,
hatytring,concept,Demokrati og medborgerskap,Hatefull ytring,"Eleven vet hva som kjennetegner en hatefull ytring, og hvordan det skiller seg fra ytringer folk flest er uenige i.",ytringsfrihet,0,
rasisme-diskriminering,concept,Demokrati og medborgerskap,Rasisme og diskriminering,"Eleven vet hva rasisme og diskriminering er, og kan gi eksempler på hvordan det kommer til uttrykk i samfunnet.",,0,
sammenligne-politiske-system,skill,Demokrati og medborgerskap,Sammenligne politiske systemer,Eleven kan sammenligne hvordan det politiske systemet i Norge er organisert med systemet i minst ett annet land eller område.,demokrati;medborgerskap,0,
forklare-ytringsfrihetens-grenser,skill,Demokrati og medborgerskap,Forklare grensene for ytringsfriheten,"Eleven kan forklare hvor grensene for ytringsfriheten går i norsk lov, og hvorfor hatefulle ytringer ikke regnes som beskyttet av ytringsfriheten.",ytringsfrihet;hatytring,0,
analysere-arsaker-rasisme,skill,Demokrati og medborgerskap,Analysere årsaker til rasisme og diskriminering,"Eleven kan analysere mulige årsaker til rasisme og diskriminering, og vurdere tiltak som kan forebygge det.",rasisme-diskriminering,0,
drofte-medborgerskap,skill,Demokrati og medborgerskap,Drøfte hva det vil si å være medborger,"Eleven kan reflektere over hva det innebærer å være medborger i dagens samfunn, og sammenligne dette med hvordan politiske system er organisert i andre land eller områder.",sammenligne-politiske-system,0,
drofte-ytringsfrihetens-grenser,skill,Demokrati og medborgerskap,Drøfte grensene for ytringsfriheten,"Eleven kan vurdere årsaker til og tiltak mot rasisme, diskriminering og hatefulle ytringer, og drøfte hvor grensene for ytringsfriheten bør gå.",forklare-ytringsfrihetens-grenser;analysere-arsaker-rasisme,0,
storting,concept,Politikk og makt,Stortinget,"Eleven vet hva Stortingets viktigste oppgaver er i det norske politiske systemet, som å vedta lover, bevilge penger og kontrollere regjeringen.",,0,
regjering,concept,Politikk og makt,Regjeringen,"Eleven vet hva regjeringens rolle er i det norske politiske systemet, og kjenner forholdet mellom regjering og Storting gjennom parlamentarismen.",storting,0,
maktfordelingsprinsipp,concept,Politikk og makt,Maktfordelingsprinsippet,"Eleven vet hva Montesquieus maktfordelingsprinsipp går ut på (lovgivende, utøvende og dømmende makt), og hvordan det kommer til uttrykk i Norge.",storting;regjering,0,
politisk-parti,concept,Politikk og makt,Politisk parti,"Eleven vet hva et politisk parti er, og hvilken funksjon partier har i et demokrati.",,0,
politisk-ideologi,concept,Politikk og makt,Politisk ideologi,"Eleven vet hva en politisk ideologi er, og kjenner hovedtrekkene ved liberalisme og sosialisme.",politisk-parti,0,
interesseorganisasjon,concept,Politikk og makt,Interesseorganisasjon,"Eleven vet hva en interesseorganisasjon er, og kan gi eksempler som fagforening, arbeidsgiverorganisasjon og miljøorganisasjon.",,0,
lobbyisme,concept,Politikk og makt,Lobbyisme,"Eleven vet hva lobbyisme er, og hvordan interesseorganisasjoner kan påvirke politiske beslutninger.",interesseorganisasjon,0,
makt,concept,Politikk og makt,Makt,"Eleven vet hva makt er i samfunnsfaglig forstand, og kan gi eksempler på ulike maktformer, som politisk makt, økonomisk makt og medienes makt.",,0,
forklare-parlamentarisme,skill,Politikk og makt,Forklare sammenhengen mellom Storting og regjering,"Eleven kan forklare hvordan parlamentarismen fungerer i praksis, og hva som skjer dersom regjeringen mister flertallet i Stortinget bak seg.",regjering;maktfordelingsprinsipp,0,
sammenligne-ideologier,skill,Politikk og makt,Sammenligne politiske ideologier,"Eleven kan sammenligne liberalisme og sosialisme som politiske ideologier, med eksempler fra norsk politikk.",politisk-ideologi,0,
analysere-maktbruk,skill,Politikk og makt,Analysere hvordan utøving av makt påvirker samfunnet,"Eleven kan analysere et konkret eksempel på maktbruk, politisk, økonomisk eller medial, og forklare hvordan den påvirker enkeltpersoner og samfunnet.",makt,0,
drofte-lobbyisme,skill,Politikk og makt,Drøfte lobbyismens rolle i demokratiet,"Eleven kan drøfte om lobbyisme styrker eller svekker demokratiet, med norske eksempler.",lobbyisme;sammenligne-ideologier,0,
vurdere-maktutovelse,skill,Politikk og makt,Vurdere hvordan utøving av makt påvirker samfunnet,"Eleven kan vurdere hvordan utøving av makt påvirker enkeltpersoner og samfunn, og bruke eksempler fra norsk politikk til å underbygge vurderingen.",analysere-maktbruk;forklare-parlamentarisme,0,
sosialisering,concept,Identitet og sosialisering,Sosialisering,"Eleven vet hva sosialisering er, og hvorfor det regnes som en livslang prosess.",,0,
primaersosialisering,concept,Identitet og sosialisering,Primærsosialisering,"Eleven vet hva primærsosialisering er, og hvem som vanligvis står for den.",sosialisering,0,
sekundaersosialisering,concept,Identitet og sosialisering,Sekundærsosialisering,"Eleven vet hva sekundærsosialisering er, og kan gi eksempler på arenaer der den skjer, som skole, venner og sosiale medier.",sosialisering,0,
identitet,concept,Identitet og sosialisering,Identitet,"Eleven vet hva identitet er, og skiller mellom individuell og sosial/kollektiv identitet.",,0,
selvfolelse,concept,Identitet og sosialisering,Selvfølelse,"Eleven vet hva selvfølelse er, og hvordan det skiller seg fra selvtillit.",,0,
norm,concept,Identitet og sosialisering,Norm,"Eleven vet hva en norm er, og skiller mellom formelle og uformelle normer.",,0,
verdi,concept,Identitet og sosialisering,Verdi (samfunnsfaglig),"Eleven vet hva en verdi er i samfunnsfaglig forstand, og kan gi eksempler på verdier som kan stå i konflikt med hverandre.",,0,
grensesetting,concept,Identitet og sosialisering,Grensesetting,"Eleven vet hva grensesetting innebærer, og hvorfor det er relevant i spørsmål om kropp og seksualitet.",,0,
samtykke,concept,Identitet og sosialisering,Samtykke,"Eleven vet hva samtykke betyr i sammenheng med kropp og seksualitet, og hvorfor det er en forutsetning i norsk lov.",grensesetting,0,
forklare-sosialiseringens-pavirkning,skill,Identitet og sosialisering,Forklare hvordan sosialisering påvirker identitet,Eleven kan forklare hvordan primær- og sekundærsosialisering påvirker hvordan en ung person utvikler identitet og selvfølelse.,primaersosialisering;sekundaersosialisering;identitet;selvfolelse,0,
analysere-normendring,skill,Identitet og sosialisering,Analysere hvordan normer endrer seg over tid,"Eleven kan analysere hvordan en norm har endret seg over tid, med et konkret eksempel.",norm,0,
forklare-lover-kjonn-seksualitet,skill,Identitet og sosialisering,"Forklare verdier, normer og lover om kjønn, seksualitet og kropp","Eleven kan forklare hvilke verdier, normer og lover som gjelder for kjønn, seksualitet og kropp i Norge, inkludert reglene om samtykke.",verdi;norm;samtykke,0,
drofte-sosialisering-identitet,skill,Identitet og sosialisering,Drøfte hvordan sosialisering påvirker ungdoms identitet,"Eleven kan drøfte hvordan identiteten og selvfølelsen til ungdom blir påvirket gjennom sosialisering, med egne eksempler.",forklare-sosialiseringens-pavirkning,0,
drofte-grensesetting,skill,Identitet og sosialisering,Drøfte utfordringer knyttet til grensesetting,"Eleven kan reflektere over utfordringer i forbindelse med grensesetting, og drøfte ulike verdier, normer og lover som gjelder kjønn, seksualitet og kropp.",forklare-lover-kjonn-seksualitet;analysere-normendring,0,
sosial-ulikhet,concept,Mangfold og ulikhet,Sosial ulikhet,"Eleven vet hva sosial ulikhet innebærer, og kan nevne ulike former for det, som økonomisk, sosial og helsemessig ulikhet.",,0,
utenforskap,concept,Mangfold og ulikhet,Utenforskap,"Eleven vet hva utenforskap betyr, og kan gi eksempler på hvordan det kan oppstå.",sosial-ulikhet,0,
majoritet-minoritet,concept,Mangfold og ulikhet,Majoritet og minoritet,Eleven vet hva som menes med majoritet og minoritet i et samfunn.,,0,
nasjonal-minoritet,concept,Mangfold og ulikhet,Nasjonal minoritet,"Eleven vet hva en nasjonal minoritet er, og kan nevne Norges anerkjente nasjonale minoriteter.",majoritet-minoritet,0,
urfolk,concept,Mangfold og ulikhet,Urfolk,"Eleven vet hva urfolk betyr, og hvorfor samene er anerkjent som urfolk i Norge.",majoritet-minoritet,0,
kultur,concept,Mangfold og ulikhet,Kultur,"Eleven vet hva kultur er i samfunnsfaglig forstand, og kan gi eksempler på ulike kulturuttrykk.",,0,
kartlegge-sosial-ulikhet,skill,Mangfold og ulikhet,Innhente informasjon om sosial ulikhet i Norge,"Eleven kan innhente og presentere informasjon om ulike former for sosial ulikhet i Norge, med relevante kilder.",sosial-ulikhet,0,
sammenligne-majoritet-minoritet,skill,Mangfold og ulikhet,Sammenligne kulturuttrykk og levesett hos majoritet og minoritet,"Eleven kan sammenligne likheter og ulikheter i kulturuttrykk, identitet og levesett mellom majoritetsbefolkningen og en minoritetsgruppe i Norge, inkludert samene.",nasjonal-minoritet;urfolk;kultur,0,
drofte-ulikhet-utenforskap,skill,Mangfold og ulikhet,Drøfte sammenhengen mellom ulikhet og utenforskap,"Eleven kan drøfte sammenhengen mellom sosial ulikhet og utenforskap, med utgangspunkt i innhentet informasjon.",kartlegge-sosial-ulikhet;utenforskap,0,
drofte-majoritet-minoritet,skill,Mangfold og ulikhet,Drøfte forholdet mellom majoritet og minoritet i Norge,"Eleven kan reflektere over likheter og ulikheter i kulturuttrykk, identitet og levesett innenfor og mellom majoritet og minoritet i Norge og Sápmi.",sammenligne-majoritet-minoritet,0,
arbeidsliv,concept,Arbeidsliv og samfunnsmodellen,Arbeidsliv,"Eleven vet hva som menes med arbeidslivet, og kan gi eksempler på hvordan det er organisert i Norge.",,0,
arbeidsmarked,concept,Arbeidsliv og samfunnsmodellen,Arbeidsmarked,"Eleven vet hva arbeidsmarkedet er, og kjenner forholdet mellom tilbud av og etterspørsel etter arbeidskraft.",tilbud-ettersporsel,0,
arbeidsledighet,concept,Arbeidsliv og samfunnsmodellen,Arbeidsledighet,"Eleven vet hva arbeidsledighet er, og hvordan den måles.",arbeidsmarked,0,
trepartssamarbeid,concept,Arbeidsliv og samfunnsmodellen,Trepartssamarbeidet,"Eleven vet hva den norske modellens trepartssamarbeid er, og kjenner de tre partene: stat, arbeidsgiver og arbeidstaker.",interesseorganisasjon,0,
nordisk-samfunnsmodell,concept,Arbeidsliv og samfunnsmodellen,Den nordiske samfunnsmodellen,"Eleven vet hva som kjennetegner den nordiske samfunnsmodellen, som velferdsstat, organisert arbeidsliv og høy tillit.",trepartssamarbeid,0,
naeringsgrunnlag,concept,Arbeidsliv og samfunnsmodellen,Næringsgrunnlag,"Eleven vet hva næringsgrunnlag betyr, og kan gi eksempler på ulike næringer i Norge.",,0,
innovasjon,concept,Arbeidsliv og samfunnsmodellen,Innovasjon,"Eleven vet hva innovasjon er, og kan gi eksempler på hvordan innovasjon kan endre et lokalsamfunn.",,0,
gigokonomi,concept,Arbeidsliv og samfunnsmodellen,Gigøkonomi,"Eleven vet hva gigøkonomi er, og hvordan den skiller seg fra et tradisjonelt ansettelsesforhold.",arbeidsliv,0,
beskrive-endring-arbeidsliv,skill,Arbeidsliv og samfunnsmodellen,Beskrive hvordan organiseringen av arbeidslivet har endret seg,Eleven kan utforske og beskrive hvordan organiseringen av samfunnet og arbeidslivet i Norge har endret seg over tid.,arbeidsliv;arbeidsmarked,0,
analysere-trepartssamarbeid,skill,Arbeidsliv og samfunnsmodellen,Analysere trepartssamarbeidet i dagens arbeidsliv,"Eleven kan analysere den norske modellens trepartssamarbeid, og drøfte om modellen er tilpasset et moderne arbeidsliv med gigøkonomi og selvstendig næringsdrivende.",trepartssamarbeid;gigokonomi,0,
analysere-arbeidsledighet,skill,Arbeidsliv og samfunnsmodellen,Analysere årsaker til og konsekvenser av arbeidsledighet,"Eleven kan drøfte årsaker til og konsekvenser av arbeidsledighet, med eksempler fra Norge.",arbeidsledighet,0,
forklare-teknologi-lokalsamfunn,skill,Arbeidsliv og samfunnsmodellen,Forklare hvordan næringsliv og teknologi påvirker lokalsamfunn,"Eleven kan forklare hvordan næringsgrunnlag, innovasjon og teknologi former og påvirker arbeidsliv og lokalsamfunn i Norge, med et konkret eksempel.",naeringsgrunnlag;innovasjon,0,
drofte-samfunnsmodell-utfordringer,skill,Arbeidsliv og samfunnsmodellen,Drøfte hvordan den nordiske samfunnsmodellen møter dagens utfordringer,"Eleven kan drøfte hvordan den nordiske samfunnsmodellen møter utfordringer enkeltpersoner og samfunnet står overfor, og bruke funn fra egen utforsking av endringer i arbeidslivet.",beskrive-endring-arbeidsliv;analysere-trepartssamarbeid;analysere-arbeidsledighet;nordisk-samfunnsmodell,0,
drofte-naeringsliv-teknologi,skill,Arbeidsliv og samfunnsmodellen,Drøfte hvordan næringsliv og teknologi former arbeidsliv og lokalsamfunn,"Eleven kan utforske og drøfte hvordan næringsgrunnlag, innovasjon og teknologi former og påvirker arbeidsliv og lokalsamfunn i Norge.",forklare-teknologi-lokalsamfunn,0,
bruttoinntekt,concept,Personlig økonomi og forbruk,Bruttoinntekt,Eleven vet hva bruttoinntekt er.,,0,
nettoinntekt,concept,Personlig økonomi og forbruk,Nettoinntekt,"Eleven vet hva nettoinntekt er, og hva som trekkes fra bruttoinntekten.",bruttoinntekt,0,
disponibel-inntekt,concept,Personlig økonomi og forbruk,Disponibel inntekt,"Eleven vet hva disponibel inntekt er, og hvordan den skiller seg fra nettoinntekt.",nettoinntekt,0,
forbruk,concept,Personlig økonomi og forbruk,Forbruk,"Eleven vet hva forbruk er, og skiller mellom nødvendig og valgfritt forbruk.",,0,
kommersiell-pavirkning,concept,Personlig økonomi og forbruk,Kommersiell påvirkning,"Eleven vet hva kommersiell påvirkning er, og kan gi eksempler på hvordan reklame og markedsføring forsøker å påvirke forbrukere.",,0,
privatokonomisk-budsjett,concept,Personlig økonomi og forbruk,Privatøkonomisk budsjett,"Eleven vet hva et privatøkonomisk budsjett er, og hvorfor det er nyttig å sette opp et.",disponibel-inntekt;forbruk,0,
forklare-lonnsslipp,skill,Personlig økonomi og forbruk,Forklare hva som trekkes fra lønnen,"Eleven kan forklare hva som trekkes fra bruttoinntekten på en lønnsslipp, og regne ut disponibel inntekt gitt bruttoinntekt og faste trekk.",disponibel-inntekt,0,
analysere-kommersiell-pavirkning,skill,Personlig økonomi og forbruk,Analysere hvordan kommersiell påvirkning styrer forbruk,"Eleven kan analysere et konkret eksempel på reklame eller markedsføring, og forklare hvordan den forsøker å påvirke forbrukeren.",kommersiell-pavirkning;forbruk,0,
drofte-okonomi-forbruk-samfunn,skill,Personlig økonomi og forbruk,Drøfte hvordan personlig økonomi og forbruk påvirker samfunnet,"Eleven kan drøfte hvordan personlig økonomi, kommersiell påvirkning og forbruk påvirker enkeltpersoner, grupper og samfunnet.",forklare-lonnsslipp;analysere-kommersiell-pavirkning;privatokonomisk-budsjett,0,
statsbudsjett,concept,Samfunnsøkonomi og bærekraft,Statsbudsjettet,"Eleven vet hva statsbudsjettet er og hva det brukes til, og kan nevne noen av de største utgiftspostene.",,0,
skatt,concept,Samfunnsøkonomi og bærekraft,Skatt og avgifter,"Eleven vet forskjellen på skatt og avgift, og hva progressiv beskatning innebærer.",,0,
velferdsstat,concept,Samfunnsøkonomi og bærekraft,Velferdsstat,"Eleven vet hva en velferdsstat er, og kan gi eksempler på velferdsordninger i Norge.",skatt,0,
tilbud-ettersporsel,concept,Samfunnsøkonomi og bærekraft,Tilbud og etterspørsel,"Eleven vet hva prinsippene om tilbud og etterspørsel går ut på, og hvordan de påvirker prisen på en vare.",,0,
okonomisk-vekst,concept,Samfunnsøkonomi og bærekraft,Økonomisk vekst,"Eleven vet hva økonomisk vekst er, og hvordan det vanligvis måles, gjennom bruttonasjonalprodukt (BNP).",,0,
levestandard,concept,Samfunnsøkonomi og bærekraft,Levestandard,Eleven vet hva levestandard er.,okonomisk-vekst,0,
livskvalitet,concept,Samfunnsøkonomi og bærekraft,Livskvalitet,"Eleven vet hva livskvalitet er, og hvordan det skiller seg fra levestandard.",levestandard,0,
baerekraftig-utvikling,concept,Samfunnsøkonomi og bærekraft,Bærekraftig utvikling,"Eleven vet hva bærekraftig utvikling er, og kjenner de tre dimensjonene: økonomisk, sosial og miljømessig.",,0,
forklare-prisdannelse,skill,Samfunnsøkonomi og bærekraft,Forklare hvordan prisen på en vare bestemmes,Eleven kan bruke prinsippene om tilbud og etterspørsel til å forklare hvordan prisen på en konkret vare bestemmes.,tilbud-ettersporsel,0,
forklare-progressiv-beskatning,skill,Samfunnsøkonomi og bærekraft,Forklare hvorfor Norge har progressiv beskatning,"Eleven kan forklare hva statsbudsjettet finansierer, og drøfte kort hvorfor Norge har et progressivt skattesystem.",statsbudsjett;skatt,0,
sammenligne-vekst-livskvalitet,skill,Samfunnsøkonomi og bærekraft,Sammenligne økonomisk vekst med livskvalitet,"Eleven kan sammenligne hvordan økonomisk vekst, levestandard og livskvalitet henger sammen, og gi eksempler på at høy vekst ikke alltid gir høyere livskvalitet.",levestandard;livskvalitet,0,
drofte-velferdsstatens-baerekraft,skill,Samfunnsøkonomi og bærekraft,Drøfte om den norske velferdsstaten er bærekraftig,"Eleven kan drøfte om den norske velferdsstaten er bærekraftig på lang sikt, med demografiske og økonomiske argumenter.",velferdsstat;forklare-progressiv-beskatning,0,
drofte-vekst-baerekraft,skill,Samfunnsøkonomi og bærekraft,Drøfte sammenhengen mellom økonomisk vekst og bærekraft,"Eleven kan drøfte sammenhengen mellom økonomisk vekst, levestandard og livskvalitet i et globalt og bærekraftig perspektiv.",sammenligne-vekst-livskvalitet;baerekraftig-utvikling,0,
fn,concept,Internasjonale forhold,FN,"Eleven vet hva FN er, og kan nevne FNs viktigste organer, som Generalforsamlingen og Sikkerhetsrådet.",,0,
vetorett,concept,Internasjonale forhold,Vetorett,"Eleven vet hva vetoretten i Sikkerhetsrådet innebærer, og hvilke land som har den.",fn,0,
menneskerettigheter,concept,Internasjonale forhold,Menneskerettigheter,"Eleven vet hva grunnlaget for menneskerettighetene er, og hva FNs menneskerettighetserklæring er.",fn,0,
eu-eos,concept,Internasjonale forhold,EU og EØS,"Eleven vet hva EU er, og hva EØS-avtalen innebærer for Norge.",,0,
nato,concept,Internasjonale forhold,NATO,"Eleven vet hva NATO er, og hva artikkel 5 innebærer.",,0,
konflikt,concept,Internasjonale forhold,Konflikt,"Eleven vet hva som kjennetegner en konflikt i samfunnsfaglig forstand, og skiller mellom lokale, nasjonale og globale konflikter.",,0,
utenrikspolitikk,concept,Internasjonale forhold,Utenrikspolitikk,Eleven vet hva utenrikspolitikk er.,,0,
forklare-menneskerettighetsbrudd,skill,Internasjonale forhold,Gi eksempler på brudd på menneskerettighetene,"Eleven kan gi eksempler på brudd på menneskerettighetene, nasjonalt eller globalt, og forklare hvorfor det regnes som et brudd.",menneskerettigheter,0,
forklare-nato-sikkerhet,skill,Internasjonale forhold,Forklare hvorfor NATO er viktig for Norges sikkerhet,"Eleven kan forklare hva NATO er og hva artikkel 5 innebærer, og forklare hvorfor NATO er viktig for norsk sikkerhetspolitikk.",nato,0,
analysere-konflikt,skill,Internasjonale forhold,Analysere årsakene til en internasjonal konflikt,"Eleven kan analysere årsakene til en pågående internasjonal konflikt, og forklare hvilken rolle internasjonale organisasjoner spiller i den.",konflikt;fn,0,
forklare-eos-konsekvenser,skill,Internasjonale forhold,Forklare fordeler og ulemper ved EØS-avtalen,"Eleven kan forklare hva EØS-avtalen innebærer for Norge, og nevne fordeler og ulemper ved denne tilknytningsformen.",eu-eos,0,
utforske-konflikt-grupper,skill,Internasjonale forhold,Utforske en konflikt og hvordan den påvirker ulike grupper,"Eleven kan utforske en utfordring eller konflikt på lokalt, nasjonalt eller globalt nivå, og drøfte hvordan den påvirker forskjellige grupper.",analysere-konflikt,0,
drofte-menneskerettigheter-handhevelse,skill,Internasjonale forhold,Drøfte utfordringer med å håndheve menneskerettighetene,"Eleven kan gjøre rede for grunnlaget for menneskerettighetene, og drøfte utfordringer med å håndheve dem internasjonalt, med egne eksempler på brudd.",forklare-menneskerettighetsbrudd,0,
drofte-norsk-utenrikspolitikk,skill,Internasjonale forhold,Drøfte hva som kjennetegner norsk utenrikspolitikk,"Eleven kan drøfte hva som kjennetegner norsk utenrikspolitikk, og vurdere om Norge lever opp til sin rolle som «fredsnasjon».",utenrikspolitikk;forklare-nato-sikkerhet;forklare-eos-konsekvenser,0,
